Rep,Slide,Transect,Het Grains,Malacothrix grains,,,,,,,,,,,,,
O9,2.3,5,,3,1,,,,,,,,,,,,
O9,2.3,6,1,1,1,2,,,,,,,,,,,
O9,2.3,7,1,1,1,,,,,,,,,,,,
O9,2.3,8,,3,2,,,,,,,,,,,,
O9,2.3,9,,1,,,,,,,,,,,,,
O9,2.3,10,,0,,,,,,,,,,,,,
O9,2.3,stigma,,6,,,,,,,,,,,,,
O9,3.1,1,,1,3,,,,,,,,,,,,
O9,3.1,2,1,2,1,1,2,,,,,,,,,,
O9,3.1,3,,3,,,,,,,,,,,,,
O9,3.1,4,,1,2,,,,,,,,,,,,
O9,3.1,5,,1,1,6,,,,,,,,,,,
O9,3.1,6,1,4,,,,,,,,,,,,,
O9,3.1,7,,8,,,,,,,,,,,,,
O9,3.1,8,,1,,,,,,,,,,,,,
O9,3.1,9,,0,,,,,,,,,,,,,
O9,3.1,10,,0,,,,,,,,,,,,,
O9,3.1,stigma,1,5,,,,,,,,,,,,,
O9,3.2,1,,1,1,1,3,3,1,6,8,1,1,2,3,,
O9,3.2,2,1,6,2,1,1,1,2,1,,,,,,,
O9,3.2,3,,1,2,2,7,12,5,1,2,,,,,,
O9,3.2,4,,3,6,1,2,2,4,1,,,,,,,
O9,3.2,5,,2,1,1,16,5,,,,,,,,,
O9,3.2,6,1,4,7,1,,,,,,,,,,,
O9,3.2,7,1,4,2,10,5,1,1,,,,,,,,
O9,3.2,8,,1,3,6,1,1,,,,,,,,,
O9,3.2,9,1,1,2,2,4,2,3,3,2,1,2,2,,,
O9,3.2,10,,5,1,2,2,5,1,1,1,,,,,,
O9,3.2,stigma,,17,,,,,,,,,,,,,
O9,3.3,1,,1,1,1,5,,,,,,,,,,
O9,3.3,2,1,1,1,1,1,,,,,,,,,,
O9,3.3,3,,0,,,,,,,,,,,,,
O9,3.3,4,,1,,,,,,,,,,,,,
O9,3.3,5,,0,,,,,,,,,,,,,
O9,3.3,6,,1,1,1,,,,,,,,,,,
O9,3.3,7,1,2,4,,,,,,,,,,,,
O9,3.3,8,,4,3,2,1,,,,,,,,,,
O9,3.3,9,,1,3,7,,,,,,,,,,,
O9,3.3,10,,3,1,1,,,,,,,,,,,
O9,3.3,stigma,,2,,,,,,,,,,,,,
S10,1.1,1,6,1,2,2,2,1,4,4,1,,,,,,
S10,1.1,2,6,1,3,4,2,1,1,,,,,,,,
S10,1.1,3,1,3,1,1,1,1,,,,,,,,,
S10,1.1,4,4,1,1,2,1,1,1,1,2,1,2,,,,
S10,1.1,5,3,1,1,1,1,1,1,2,3,,,,,,
S10,1.1,6,,1,1,1,1,1,3,,,,,,,,
S10,1.1,7,,6,1,7,1,,,,,,,,,,
S10,1.1,8,3,2,3,1,1,1,,,,,,,,,
S10,1.1,9,4,1,3,1,1,7,2,,,,,,,,
S10,1.1,10,2,1,6,1,1,1,1,,,,,,,,
S10,1.1,stigma,17,15,,,,,,,,,,,,,
S10,1.2,1,,1,1,2,2,,,,,,,,,,
S10,1.2,2,,7,2,1,,,,,,,,,,,
S10,1.2,3,,2,8,,,,,,,,,,,,
S10,1.2,4,,9,2,1,,,,,,,,,,,
S10,1.2,5,,5,,,,,,,,,,,,,
S10,1.2,6,1,12,1,2,3,1,,,,,,,,,
S10,1.2,7,,2,1,5,,,,,,,,,,,
S10,1.2,8,1,6,,,,,,,,,,,,,
S10,1.2,9,,1,1,,,,,,,,,,,,
S10,1.2,10,1,2,1,1,2,1,1,,,,,,,,
S10,1.2,stigma,,0,,,,,,,,,,,,,
S10,1.3,1,,3,3,1,1,3,1,1,,,,,,,
S10,1.3,2,,1,1,1,1,1,1,1,,,,,,,
S10,1.3,3,1,2,2,4,1,2,,,,,,,,,
S10,1.3,4,,3,2,1,,,,,,,,,,,
S10,1.3,5,,2,6,1,,,,,,,,,,,
S10,1.3,6,,2,1,1,1,,,,,,,,,,
S10,1.3,7,,1,2,1,3,1,1,,,,,,,,
S10,1.3,8,,1,1,1,,,,,,,,,,,
S10,1.3,9,1,1,1,4,3,,,,,,,,,,
S10,1.3,10,,1,1,1,1,1,1,1,,,,,,,
S10,1.3,stigma,2,4,,,,,,,,,,,,,
S10,2.1,1,,3,4,1,2,,,,,,,,,,
S10,2.1,2,2,3,1,,,,,,,,,,,,
S10,2.1,3,,1,,,,,,,,,,,,,
S10,2.1,4,1,0,,,,,,,,,,,,,
S10,2.1,5,,1,2,2,,,,,,,,,,,
S10,2.1,6,,1,1,4,,,,,,,,,,,
S10,2.1,7,3,6,4,3,1,,,,,,,,,,
S10,2.1,8,1,2,2,1,5,4,1,,,,,,,,
S10,2.1,9,1,4,3,1,2,,,,,,,,,,
S10,2.1,10,1,1,  ,,,,,,,,,,,,
S10,2.1,stigma,,9,,,,,,,,,,,,,
S10,2.2,1,1,1,1,,,,,,,,,,,,
S10,2.2,2,,1,2,2,1,2,,,,,,,,,
S10,2.2,3,,1,1,1,1,,,,,,,,,,
S10,2.2,4,2,2,,,,,,,,,,,,,
S10,2.2,5,,1,,,,,,,,,,,,,
S10,2.2,6,,0,,,,,,,,,,,,,
S10,2.2,7,,1,,,,,,,,,,,,,
S10,2.2,8,,0,,,,,,,,,,,,,
S10,2.2,9,,1,,,,,,,,,,,,,
S10,2.2,10,,1,1,1,,,,,,,,,,,
S10,2.2,stigma,,3,,,,,,,,,,,,,
S10,2.3,1,1,1,1,2,1,1,3,20,,,,,,,
S10,2.3,2,2,1,2,1,2,1,1,1,1,4,1,3,,,
S10,2.3,3,1,1,1,7,5,,,,,,,,,,
S10,2.3,4,,1,,,,,,,,,,,,,
S10,2.3,5,,1,,,,,,,,,,,,,
S10,2.3,6,1,7,1,2,,,,,,,,,,,
S10,2.3,7,2,2,2,2,1,3,,,,,,,,,
S10,2.3,8,,6,2,3,1,2,,,,,,,,,
S10,2.3,9,,1,1,2,1,1,3,4,4,,,,,,
S10,2.3,10,2,1,1,4,6,10,7,,,,,,,,
S10,2.3,stigma,,11,,,,,,,,,,,,,
S10,3.1,1,,0,,,,,,,,,,,,,
S10,3.1,2,,1,1,1,,,,,,,,,,,
S10,3.1,3,,2,1,,,,,,,,,,,,
S10,3.1,4,,1,,,,,,,,,,,,,
S10,3.1,5,1,2,6,1,1,,,,,,,,,,
S10,3.1,6,,1,,,,,,,,,,,,,
S10,3.1,7,,1,,,,,,,,,,,,,
S10,3.1,8,,0,,,,,,,,,,,,,
S10,3.1,9,,2,,,,,,,,,,,,,
S10,3.1,10,,2,1, ,,,,,,,,,,,
S10,3.1,stigma,1,,,,,,,,,,,,,,
S10,3.2,1,1,0,,,,,,,,,,,,,
S10,3.2,2,,0,,,,,,,,,,,,,
S10,3.2,3,1,0,,,,,,,,,,,,,
S10,3.2,4,,0,,,,,,,,,,,,,
S10,3.2,5,,0,,,,,,,,,,,,,
S10,3.2,6,,0,,,,,,,,,,,,,
S10,3.2,7,,0,,,,,,,,,,,,,
S10,3.2,8,,0,,,,,,,,,,,,,
S10,3.2,9,,0,,,,,,,,,,,,,
S10,3.2,10,,0,,,,,,,,,,,,,
S10,3.2,stigma,4,,,,,,,,,,,,,,
S10,3.3,1,,1,1,1,1,2,,,,,,,,,
S10,3.3,2,,1,,,,,,,,,,,,,
S10,3.3,3,,4,1,,,,,,,,,,,,
S10,3.3,4,,3,3,1,2,2,,,,,,,,,
S10,3.3,5,,1,1,1,4,1,,,,,,,,,
S10,3.3,6,,2,1,2,1,1,1,,,,,,,,
S10,3.3,7,,2,4,5,1,2,1,2,,,,,,,
S10,3.3,8,,2,2,1,3,2,1,1,1,,,,,,
S10,3.3,9,,4,1,1,8,,,,,,,,,,
S10,3.3,10,1,0,,,,,,,,,,,,,
S10,3.3,stigma,2,2,,,,,,,,,,,,,
O10,1.1,1,,0,,,,,,,,,,,,,
O10,1.1,2,,1,1,1,1,,,,,,,,,,
O10,1.1,3,1,2,,,,,,,,,,,,,
O10,1.1,4,2,1,2,,,,,,,,,,,,
O10,1.1,5,2,2,,,,,,,,,,,,,
O10,1.1,6,3,2,1,3,,,,,,,,,,,
O10,1.1,7,1,5,1,2,,,,,,,,,,,
O10,1.1,8,6,1,1,1,1,2,,,,,,,,,
O10,1.1,9,,0,,,,,,,,,,,,,
O10,1.1,10,,0,,,,,,,,,,,,,
O10,1.1,stigma,2,27,,,,,,,,,,,,,
O10,1.2,1,1,1,,,,,,,,,,,,,
O10,1.2,2,7,0,,,,,,,,,,,,,
O10,1.2,3,1,1,,,,,,,,,,,,,
O10,1.2,4,1,2,1,,,,,,,,,,,,
O10,1.2,5,,0,,,,,,,,,,,,,
O10,1.2,6,,0,,,,,,,,,,,,,
O10,1.2,7,2,1,1,1,,,,,,,,,,,
O10,1.2,8,1,,,,,,,,,,,,,,
O10,1.2,9,2,1,3,2,,,,,,,,,,,
O10,1.2,10,1,1,,,,,,,,,,,,,
O10,1.2,stigma,1,32,,,,,,,,,,,,,
O10,1.3,1,4,1,2,1,1,1,1,,,,,,,,
O10,1.3,2,1,2,1,1,,,,,,,,,,,
O10,1.3,3,3,2,1,,,,,,,,,,,,
O10,1.3,4,2,1,1,,,,,,,,,,,,
O10,1.3,5,1,1,1,1,1,,,,,,,,,,
O10,1.3,6,,2,3,,,,,,,,,,,,
O10,1.3,7,,2,1,1,,,,,,,,,,,
O10,1.3,8,,1,1,,,,,,,,,,,,
O10,1.3,9,2,,,,,,,,,,,,,,
O10,1.3,10,1,,,,,,,,,,,,,,
O10,1.3,stigma,2,4,,,,,,,,,,,,,
O10,2.1,1,2,1,,,,,,,,,,,,,
O10,2.1,2,,1,1,1,1,1,,,,,,,,,
O10,2.1,3,,2,1,,,,,,,,,,,,
O10,2.1,4,1,4,,,,,,,,,,,,,
O10,2.1,5,1,0,,,,,,,,,,,,,
O10,2.1,6,,0,,,,,,,,,,,,,
O10,2.1,7,4,1,1,3,,,,,,,,,,,
O10,2.1,8,2,1,6,,,,,,,,,,,,
O10,2.1,9,4,1,1,,,,,,,,,,,,
O10,2.1,10,3,2,2,2,2,4,4,3,,,,,,,
O10,2.1,stigma,5,12,,,,,,,,,,,,,
O10,2.2,1,3,4,2,1,,,,,,,,,,,
O10,2.2,2,1,1,2,,,,,,,,,,,,
O10,2.2,3,1,2,1,1,,,,,,,,,,,
O10,2.2,4,,1,1,1,4,,,,,,,,,,
O10,2.2,5,,1,,,,,,,,,,,,,
O10,2.2,6,,1,,,,,,,,,,,,,
O10,2.2,7,,2,,,,,,,,,,,,,
O10,2.2,8,1,2,2,,,,,,,,,,,,
O10,2.2,9,6,1,,,,,,,,,,,,,
O10,2.2,10,1,,,,,,,,,,,,,,
O10,2.2,stigma,5,12,,,,,,,,,,,,,
O10,2.3,1,4,1,3,,,,,,,,,,,,
O10,2.3,2,1,2,4,1,1,,,,,,,,,,
O10,2.3,3,,2,4,,,,,,,,,,,,
O10,2.3,4,,2,,,,,,,,,,,,,
O10,2.3,5,,3,3,2,,,,,,,,,,,
O10,2.3,6,1,4,,,,,,,,,,,,,
O10,2.3,7,,2,3,,,,,,,,,,,,
O10,2.3,8,2,4,1,1,1,,,,,,,,,,
O10,2.3,9,,1,,,,,,,,,,,,,
O10,2.3,10,,1,1,1,,,,,,,,,,,
O10,2.3,stigma,5,26,,,,,,,,,,,,,
O10,3.1,1,,1,,,,,,,,,,,,,
O10,3.1,2,,0,,,,,,,,,,,,,
O10,3.1,3,,0,,,,,,,,,,,,,
O10,3.1,4,2,0,,,,,,,,,,,,,
O10,3.1,5,,0,,,,,,,,,,,,,
O10,3.1,6,,0,,,,,,,,,,,,,
O10,3.1,7,,0,,,,,,,,,,,,,
O10,3.1,8,,1,,,,,,,,,,,,,
O10,3.1,9,2,1,,,,,,,,,,,,,
O10,3.1,10,3,3,3,1,,,,,,,,,,,
O10,3.1,stigma,4,10,,,,,,,,,,,,,
O10,3.2,1,2,1,1,1,1,,,,,,,,,,
O10,3.2,2,3,0,,,,,,,,,,,,,
O10,3.2,3,,1,2,,,,,,,,,,,,
O10,3.2,4,7,1,,,,,,,,,,,,,
O10,3.2,5,,1,,,,,,,,,,,,,
O10,3.2,6,1,1,,,,,,,,,,,,,
O10,3.2,7,4,3,,,,,,,,,,,,,
O10,3.2,8,3,0,,,,,,,,,,,,,
O10,3.2,9,3,1,,,,,,,,,,,,,
O10,3.2,10,7,1,,,,,,,,,,,,,
O10,3.2,stigma,3,5,,,,,,,,,,,,,
O10,3.3,1,,2,,,,,,,,,,,,,
O10,3.3,2,,0,,,,,,,,,,,,,
O10,3.3,3,,0,,,,,,,,,,,,,
O10,3.3,4,,0,,,,,,,,,,,,,
O10,3.3,5,,0,,,,,,,,,,,,,
O10,3.3,6,,0,,,,,,,,,,,,,
O10,3.3,7,,0,,,,,,,,,,,,,
O10,3.3,8,1,0,,,,,,,,,,,,,
O10,3.3,9,,0,,,,,,,,,,,,,
O10,3.3,10,,1,,,,,,,,,,,,,
O10,3.3,stigma,,3,,,,,,,,,,,,,
S11,1.1,1,,3,1,3,1,1,,,,,,,,,
S11,1.1,2,1,0,,,,,,,,,,,,,
S11,1.1,3,,0,,,,,,,,,,,,,
S11,1.1,4,,1,,,,,,,,,,,,,
S11,1.1,5,2,2,,,,,,,,,,,,,
S11,1.1,6,,0,,,,,,,,,,,,,
S11,1.1,7,,0,,,,,,,,,,,,,
S11,1.1,8,,0,,,,,,,,,,,,,
S11,1.1,9,,0,,,,,,,,,,,,,
S11,1.1,10,,2,1,,,,,,,,,,,,
S11,1.1,stigma,1,,,,,,,,,,,,,,
S11,1.2,1,,9,,,,,,,,,,,,,
S11,1.2,2,,1,1,7,1,3,,,,,,,,,
S11,1.2,3,,1,2,2,1,2,,,,,,,,,
S11,1.2,4,,2,4,3,,,,,,,,,,,
S11,1.2,5,,1,2,2,1,,,,,,,,,,
S11,1.2,6,,1,1,3,1,1,,,,,,,,,
S11,1.2,7,,1,,,,,,,,,,,,,
S11,1.2,8,,0,,,,,,,,,,,,,
S11,1.2,9,,1,2,1,1,,,,,,,,,,
S11,1.2,10,1,1,2,2,3,5,2,,,,,,,,
S11,1.2,stigma,,15,,,,,,,,,,,,,
S11,1.3,1,,1,1,,,,,,,,,,,,
S11,1.3,2,,1,,,,,,,,,,,,,
S11,1.3,3,1,0,,,,,,,,,,,,,
S11,1.3,4,,0,,,,,,,,,,,,,
S11,1.3,5,,0,,,,,,,,,,,,,
S11,1.3,6,,0,,,,,,,,,,,,,
S11,1.3,7,,2,1,1,,,,,,,,,,,
S11,1.3,8,,0,,,,,,,,,,,,,
S11,1.3,9,,0,,,,,,,,,,,,,
S11,1.3,10,,1,,,,,,,,,,,,,
S11,1.3,stigma,,3,,,,,,,,,,,,,
S11,2.1,1,4,2,1,1,,,,,,,,,,,
S11,2.1,2,3,1,,,,,,,,,,,,,
S11,2.1,3,1,1,2,,,,,,,,,,,,
S11,2.1,4,1,1,1,,,,,,,,,,,,
S11,2.1,5,,0,,,,,,,,,,,,,
S11,2.1,6,2,1,,,,,,,,,,,,,
S11,2.1,7,1,1,,,,,,,,,,,,,
S11,2.1,8,1,2,1,1,,,,,,,,,,,
S11,2.1,9,,2,,,,,,,,,,,,,
S11,2.1,10,1,1,1,2,1,,,,,,,,,,
S11,2.1,stigma,2,18,,,,,,,,,,,,,
S11,2.2,1,2,1,,,,,,,,,,,,,
S11,2.2,2,,1,,,,,,,,,,,,,
S11,2.2,3,,0,,,,,,,,,,,,,
S11,2.2,4,,0,,,,,,,,,,,,,
S11,2.2,5,,0,,,,,,,,,,,,,
S11,2.2,6,,0,,,,,,,,,,,,,
S11,2.2,7,,0,,,,,,,,,,,,,
S11,2.2,8,1,0,,,,,,,,,,,,,
S11,2.2,9,,0,,,,,,,,,,,,,
S11,2.2,10,,0,,,,,,,,,,,,,
S11,2.2,stigma,1,10,,,,,,,,,,,,,
S11,2.3,1,1,1,1,1,,,,,,,,,,,
S11,2.3,2,,0,,,,,,,,,,,,,
S11,2.3,3,1,0,,,,,,,,,,,,,
S11,2.3,4,,1,1,,,,,,,,,,,,
S11,2.3,5,,1,,,,,,,,,,,,,
S11,2.3,6,,0,,,,,,,,,,,,,
S11,2.3,7,,1,,,,,,,,,,,,,
S11,2.3,8,1,1,,,,,,,,,,,,,
S11,2.3,9,,1,,,,,,,,,,,,,
S11,2.3,10,2,2,2,,,,,,,,,,,,
S11,2.3,stigma,3,14,,,,,,,,,,,,,
S11,3.1,1,4,1,1,1,,,,,,,,,,,
S11,3.1,2,1,2,1,1,,,,,,,,,,,
S11,3.1,3,2,4,2,2,2,,,,,,,,,,
S11,3.1,4,2,2,1,1,1,2,1,1,,,,,,,
S11,3.1,5,1,1,1,1,1,1,1,,,,,,,,
S11,3.1,6,1,1,1,1,4,2,,,,,,,,,
S11,3.1,7,2,3,1,1,2,1,4,1,,,,,,,
S11,3.1,8,1,1,1,1,1,,,,,,,,,,
S11,3.1,9,,1,1,1,1,1,,,,,,,,,
S11,3.1,10,,1,2,1,,,,,,,,,,,
S11,3.1,stigma,3,34,,,,,,,,,,,,,
S11,3.2,1,,0,,,,,,,,,,,,,
S11,3.2,2,,0,,,,,,,,,,,,,
S11,3.2,3,1,0,,,,,,,,,,,,,
S11,3.2,4,1,0,,,,,,,,,,,,,
S11,3.2,5,3,2,1,1,,,,,,,,,,,
S11,3.2,6,,0,,,,,,,,,,,,,
S11,3.2,7,,1,,,,,,,,,,,,,
S11,3.2,8,2,1,,,,,,,,,,,,,
S11,3.2,9,,1,,,,,,,,,,,,,
S11,3.2,10,,1,,,,,,,,,,,,,
S11,3.2,stigma,19,6,10,,,,,,,,,,,,
S11,3.3,1,,0,,,,,,,,,,,,,
S11,3.3,2,,0,,,,,,,,,,,,,
S11,3.3,3,,0,,,,,,,,,,,,,
S11,3.3,4,,1,,,,,,,,,,,,,
S11,3.3,5,,0,,,,,,,,,,,,,
S11,3.3,6,,0,,,,,,,,,,,,,
S11,3.3,7,,0,,,,,,,,,,,,,
S11,3.3,8,,0,,,,,,,,,,,,,
S11,3.3,9,,0,,,,,,,,,,,,,
S11,3.3,10,2,2,2,1,,,,,,,,,,,
S11,3.3,stigma,2,30,18,,,,,,,,,,,,
O11,1.1,1,,1,1,2,1,,,,,,,,,,
O11,1.1,2,,1,3,2,,,,,,,,,,,
O11,1.1,3,,1,,,,,,,,,,,,,
O11,1.1,4,,0,,,,,,,,,,,,,
O11,1.1,5,,0,,,,,,,,,,,,,
O11,1.1,6,1,2,1,1,,,,,,,,,,,
O11,1.1,7,,1,,,,,,,,,,,,,
O11,1.1,8,,0,,,,,,,,,,,,,
O11,1.1,9,,0,,,,,,,,,,,,,
O11,1.1,10,2,1,2,1,1,3,,,,,,,,,
O11,1.1,stigma,4,18,15,,,,,,,,,,,,
O11,1.2,1,,1,,,,,,,,,,,,,
O11,1.2,2,,1,,,,,,,,,,,,,
O11,1.2,3,,1,,,,,,,,,,,,,
O11,1.2,4,,0,,,,,,,,,,,,,
O11,1.2,5,3,1,,,,,,,,,,,,,
O11,1.2,6,2,3,,,,,,,,,,,,,
O11,1.2,7,,1,2,,,,,,,,,,,,
O11,1.2,8,,1,2,1,3,,,,,,,,,,
O11,1.2,9,,1,2,1,,,,,,,,,,,
O11,1.2,10,6,2,2,4,1,4,1,1,,,,,,,
O11,1.2,stigma,,40,,,,,,,,,,,,,
O11,1.3,1,,3,2,10,1,1,1,1,,,,,,,
O11,1.3,2,2,3,1,1,1,3,,,,,,,,,
O11,1.3,3,,0,,,,,,,,,,,,,
O11,1.3,4,1,0,,,,,,,,,,,,,
O11,1.3,5,,1,,,,,,,,,,,,,
O11,1.3,6,,0,,,,,,,,,,,,,
O11,1.3,7,1,2,2,2,,,,,,,,,,,
O11,1.3,8,,1,,,,,,,,,,,,,
O11,1.3,9,,1,,,,,,,,,,,,,
O11,1.3,10,,1,1,1,1,,,,,,,,,,
O11,1.3,stigma,2,22,,,,,,,,,,,,,
O11,2.1,1,,1,4,,,,,,,,,,,,
O11,2.1,2,,1,1,1,1,1,,,,,,,,,
O11,2.1,3,2,3,,,,,,,,,,,,,
O11,2.1,4,,1,2,,,,,,,,,,,,
O11,2.1,5,3,2,,,,,,,,,,,,,
O11,2.1,6,,0,,,,,,,,,,,,,
O11,2.1,7,,1,1,4,,,,,,,,,,,
O11,2.1,8,,1,1,3,,,,,,,,,,,
O11,2.1,9,1,1,,,,,,,,,,,,,
O11,2.1,10,,0,,,,,,,,,,,,,
O11,2.1,stigma,,4,,,,,,,,,,,,,
O11,2.2,1,,3,2,1,1,1,1,2,1,,,,,,
O11,2.2,2,,8,1,1,,,,,,,,,,,
O11,2.2,3,1,2,4,,,,,,,,,,,,
O11,2.2,4,1,4,1,1,,,,,,,,,,,
O11,2.2,5,,1,4,,,,,,,,,,,,
O11,2.2,6,1,5,,,,,,,,,,,,,
O11,2.2,7,,3,,,,,,,,,,,,,
O11,2.2,8,,10,,,,,,,,,,,,,
O11,2.2,9,,1,2,2,,,,,,,,,,,
O11,2.2,10,1,7,4,4,1,1,,,,,,,,,
O11,2.2,stigma,2,6,,,,,,,,,,,,,
O11,2.3,1,,1,,,,,,,,,,,,,
O11,2.3,2,,2,,,,,,,,,,,,,
O11,2.3,3,,1,2,,,,,,,,,,,,
O11,2.3,4,,0,,,,,,,,,,,,,
O11,2.3,5,,1,1,,,,,,,,,,,,
O11,2.3,6,,0,,,,,,,,,,,,,
O11,2.3,7,1,1,,,,,,,,,,,,,
O11,2.3,8,,0,,,,,,,,,,,,,
O11,2.3,9,,0,,,,,,,,,,,,,
O11,2.3,10,,0,,,,,,,,,,,,,
O11,2.3,stigma,,0,,,,,,,,,,,,,
O11,3.1,1,,2,2,2,2,2,3,,,,,,,,
O11,3.1,2,5,1,5,1,,,,,,,,,,,
O11,3.1,3,,1,,,,,,,,,,,,,
O11,3.1,4,,2,1,,,,,,,,,,,,
O11,3.1,5,1,2,3,,,,,,,,,,,,
O11,3.1,6,1,4,,,,,,,,,,,,,
O11,3.1,7,3,,,,,,,,,,,,,,
O11,3.1,8,,5,1,,,,,,,,,,,,
O11,3.1,9,2,2,1,5,,,,,,,,,,,
O11,3.1,10,3,2,1, ,,,,,,,,,,,
O11,3.1,stigma,2,11,,,,,,,,,,,,,
O11,3.2,1,,1,,,,,,,,,,,,,
O11,3.2,2,,1,,,,,,,,,,,,,
O11,3.2,3,,0,,,,,,,,,,,,,
