Rep,Slide,Transect,Het Grains,Malacothrix grains,,,,,,,,,,,,,
O11,3.2,4,,2,,,,,,,,,,,,,
O11,3.2,5,,1,,,,,,,,,,,,,
O11,3.2,6,,1,,,,,,,,,,,,,
O11,3.2,7,,0,,,,,,,,,,,,,
O11,3.2,8,,0,,,,,,,,,,,,,
O11,3.2,9,,0,,,,,,,,,,,,,
O11,3.2,10,,0,,,,,,,,,,,,,
O11,3.2,stigma,2,12,,,,,,,,,,,,,
O11,3.3,1,,1,,,,,,,,,,,,,
O11,3.3,2,,1,1,,,,,,,,,,,,
O11,3.3,3,1,1,1,1,,,,,,,,,,,
O11,3.3,4,,1,,,,,,,,,,,,,
O11,3.3,5,1,1,2,1,1,,,,,,,,,,
O11,3.3,6,,1,,,,,,,,,,,,,
O11,3.3,7,,1,1,,,,,,,,,,,,
O11,3.3,8,1,1,1,,,,,,,,,,,,
O11,3.3,9,,1,,,,,,,,,,,,,
O11,3.3,10,,1,,,,,,,,,,,,,
O11,3.3,stigma,2,23,,,,,,,,,,,,,
S13,1.1,1,,4,1,1,,,,,,,,,,,
S13,1.1,2,,1,2,,,,,,,,,,,,
S13,1.1,3,,2,1,,,,,,,,,,,,
S13,1.1,4,,1,1,,,,,,,,,,,,
S13,1.1,5,,1,1,,,,,,,,,,,,
S13,1.1,6,,2,,,,,,,,,,,,,
S13,1.1,7,,0,,,,,,,,,,,,,
S13,1.1,8,,1,,,,,,,,,,,,,
S13,1.1,9,,1,,,,,,,,,,,,,
S13,1.1,10,,0,,,,,,,,,,,,,
S13,1.1,stigma,1,79,,,,,,,,,,,,,
S13,1.2,1,1,1,6,,,,,,,,,,,,
S13,1.2,2,,1,2,,,,,,,,,,,,
S13,1.2,3,,3,3,2,,,,,,,,,,,
S13,1.2,4,3,1,6,2,,,,,,,,,,,
S13,1.2,5,1,3,,,,,,,,,,,,,
S13,1.2,6,,1,1,,,,,,,,,,,,
S13,1.2,7,,1,2,2,3,1,,,,,,,,,
S13,1.2,8,,2,1,1,3,,,,,,,,,,
S13,1.2,9,,1,1,1,1,,,,,,,,,,
S13,1.2,10,,1,1,,,,,,,,,,,,
S13,1.2,stigma,3,43,,,,,,,,,,,,,
S13,1.3,1,,3,,,,,,,,,,,,,
S13,1.3,2,,1,1,1,,,,,,,,,,,
S13,1.3,3,,0,,,,,,,,,,,,,
S13,1.3,4,,1,1,,,,,,,,,,,,
S13,1.3,5,,1,,,,,,,,,,,,,
S13,1.3,6,,1,1,1,,,,,,,,,,,
S13,1.3,7,2,2,,,,,,,,,,,,,
S13,1.3,8,1,1,2,,,,,,,,,,,,
S13,1.3,9,1,1,1,1,2,,,,,,,,,,
S13,1.3,10,,2,1,,,,,,,,,,,,
S13,1.3,stigma,3,14,,,,,,,,,,,,,
S13,2.1,1,3,4,1,1,4,2,3,1,1,3,1,3,2,,
S13,2.1,2,2,1,1,2,2,5,1,3,2,2,,,,,
S13,2.1,3,,1,1,2,3,1,,,,,,,,,
S13,2.1,4,2,2,2,1,1,1,,,,,,,,,
S13,2.1,5,1,1,5,1,,,,,,,,,,,
S13,2.1,6,,1,2,1,1,,,,,,,,,,
S13,2.1,7,1,2,2,1,1,2,1,,,,,,,,
S13,2.1,8,1,2,,,,,,,,,,,,,
S13,2.1,9,,3,1,,,,,,,,,,,,
S13,2.1,10,2,3,2,,,,,,,,,,,,
S13,2.1,stigma,1,5,,,,,,,,,,,,,
S13,2.2,1,,0,,,,,,,,,,,,,
S13,2.2,2,,0,,,,,,,,,,,,,
S13,2.2,3,,1,,,,,,,,,,,,,
S13,2.2,4,,0,,,,,,,,,,,,,
S13,2.2,5,,0,,,,,,,,,,,,,
S13,2.2,6,,0,,,,,,,,,,,,,
S13,2.2,7,,0,,,,,,,,,,,,,
S13,2.2,8,,0,,,,,,,,,,,,,
S13,2.2,9,,0,,,,,,,,,,,,,
S13,2.2,10,,0,,,,,,,,,,,,,
S13,2.2,stigma,,0,,,,,,,,,,,,,
S13,2.3,1,,2,,,,,,,,,,,,,
S13,2.3,2,,3,,,,,,,,,,,,,
S13,2.3,3,,1,2,2,,,,,,,,,,,
S13,2.3,4,,1,2,4,1,1,1,,,,,,,,
S13,2.3,5,1,1,2,2,2,1,,,,,,,,,
S13,2.3,6,,2,2,,,,,,,,,,,,
S13,2.3,7,,1,2,,,,,,,,,,,,
S13,2.3,8,1,1,1,,,,,,,,,,,,
S13,2.3,9,1,1,1,2,2,,,,,,,,,,
S13,2.3,10,,1,1,4,1,1,2,1,1,,,,,,
S13,2.3,stigma,,16,,,,,,,,,,,,,
S13,3.1,1,,0,,,,,,,, ,,,,,
S13,3.1,2,,1,1,,,,,,,,,,,,
S13,3.1,3,,0,,,,,,,,,,,,,
S13,3.1,4,,0,,,,,,,,,,,,,
S13,3.1,5,,0,,,,,,,,,,,,,
S13,3.1,6,,1,,,,,,,,,,,,,
S13,3.1,7,,1,,,,,,,,,,,,,
S13,3.1,8,,1,,,,,,,,,,,,,
S13,3.1,9,,1,1,,,,,,,,,,,,
S13,3.1,10,,0,,,,,,,,,,,,,
S13,3.1,stigma,3,38,,,,,,,,,,,,,
S13,3.2,1,,0,,,,,,,,,,,,,
S13,3.2,2,1,0,,,,,,,,,,,,,
S13,3.2,3,,0,,,,,,,,,,,,,
S13,3.2,4,,0,,,,,,,,,,,,,
S13,3.2,5,,0,,,,,,,,,,,,,
S13,3.2,6,,1,1,3,,,,,,,,,,,
S13,3.2,7,,0,,,,,,,,,,,,,
S13,3.2,8,,0,,,,,,,,,,,,,
S13,3.2,9,,0,,,,,,,,,,,,,
S13,3.2,10,,0,,,,,,,,,,,,,
S13,3.2,stigma,3,6,,,,,,,,,,,,,
S13,3.3,1,,1,1,1,2,,,,,,,,,,
S13,3.3,2,,1,3,2,,,,,,,,,,,
S13,3.3,3,,1,5,1,,,,,,,,,,,
S13,3.3,4,3,2,3,3,,,,,,,,,,,
S13,3.3,5,,2,1,1,2,3,,,,,,,,,
S13,3.3,6,,1,2,,,,,,,,,,,,
S13,3.3,7,,2,1,,,,,,,,,,,,
S13,3.3,8,,2,1,,,,,,,,,,,,
S13,3.3,9,,6,,,,,,,,,,,,,
S13,3.3,10,,0,,,,,,,,,,,,,
S13,3.3,stigma,1,18,,,,,,,,,,,,,
O13,1.1,1,,13,7,,,,,,,,,,,,
O13,1.1,2,,1,1,,,,,,,,,,,,
O13,1.1,3,,1,,,,,,,,,,,,,
O13,1.1,4,1,1,2,,,,,,,,,,,,
O13,1.1,5,,1,,,,,,,,,,,,,
O13,1.1,6,2,1,,,,,,,,,,,,,
O13,1.1,7,,3,1,1,,,,,,,,,,,
O13,1.1,8,1,4,,,,,,,,,,,,,
O13,1.1,9,,3,,,,,,,,,,,,,
O13,1.1,10,,1,1,3,,,,,,,,,,,
O13,1.1,stigma,1,61,,,,,,,,,,,,,
O13,1.2,1,1,2,2,1,4,2,,,,,,,,,
O13,1.2,2,,3,1,,,,,,,,,,,,
O13,1.2,3,,1,1,,,,,,,,,,,,
O13,1.2,4,1,1,1,1,2,,,,,,,,,,
O13,1.2,5,2,2,1,1,,,,,,,,,,,
O13,1.2,6,,1,1,,,,,,,,,,,,
O13,1.2,7,,0,,,,,,,,,,,,,
O13,1.2,8,,3,,,,,,,,,,,,,
O13,1.2,9,,1,,,,,,,,,,,,,
O13,1.2,10,,1,,,,,,,,,,,,,
O13,1.2,stigma,,23,,,,,,,,,,,,,
O13,1.3,1,,1,1,,,,,,,,,,,,
O13,1.3,2,,1,,,,,,,,,,,,,
O13,1.3,3,,4,,,,,,,,,,,,,
O13,1.3,4,,0,,,,,,,,,,,,,
O13,1.3,5,,0,,,,,,,,,,,,,
O13,1.3,6,,1,,,,,,,,,,,,,
O13,1.3,7,,1,,,,,,,,,,,,,
O13,1.3,8,,1,1,,,,,,,,,,,,
O13,1.3,9,,1,,,,,,,,,,,,,
O13,1.3,10,,0,,,,,,,,,,,,,
O13,1.3,stigma,2,15,,,,,,,,,,,,,
O13,2.1,1,1,3,3,1,3,10,5,1,,,,,,,
O13,2.1,2,,4,1,,,,,,,,,,,,
O13,2.1,3,3,3,3,2,5,,,,,,,,,,
O13,2.1,4,,2,1,,,,,,,,,,,,
O13,2.1,5,,1,4,1,,,,,,,,,,,
O13,2.1,6,1,4,1,1,,,,,,,,,,,
O13,2.1,7,,1,1,1,,,,,,,,,,,
O13,2.1,8,2,5,2,,,,,,,,,,,,
O13,2.1,9,,3,1,1,1,1,2,1,,,,,,,
O13,2.1,10,,4,3,1,1,5,2,,,,,,,,
O13,2.1,stigma,3,8,,,,,,,,,,,,,
O13,2.2,1,,1,,,,,,,,,,,,,
O13,2.2,2,2,6,2,,,,,,,,,,,,
O13,2.2,3,,3,,,,,,,,,,,,,
O13,2.2,4,2,3,1,1,,,,,,,,,,,
O13,2.2,5,,1,1,7,,,,,,,,,,,
O13,2.2,6,,0,,,,,,,,,,,,,
O13,2.2,7,2,1,7,,,,,,,,,,,,
O13,2.2,8,1,1,2,2,6,,,,,,,,,,
O13,2.2,9,3,3,2,5,4,,,,,,,,,,
O13,2.2,10,23,5,5,4,4,2,3,3,2,5,3,2,,,
O13,2.2,stigma,3,33,,,,,,,,,,,,,
O13,2.3,1,1,2,1,1,1,,,,,,,,,,
O13,2.3,2,,1,,,,,,,,,,,,,
O13,2.3,3,,0,,,,,,,,,,,,,
O13,2.3,4,,4,,,,,,,,,,,,,
O13,2.3,5,,1,,,,,,,,,,,,,
O13,2.3,6,,1,1,,,,,,,,,,,,
O13,2.3,7,1,1,,,,,,,,,,,,,
O13,2.3,8,3,4,1,1,1,,,,,,,,,,
O13,2.3,9,1,1,1,,,,,,,,,,,,
O13,2.3,10,1,4,1,2,,,,,,,,,,,
O13,2.3,stigma,3,24,,,,,,,,,,,,,
O13,3.1,1,,4,1,,,,,,,,,,,,
O13,3.1,2,3,2,1,,,,,,,,,,,,
O13,3.1,3,2,1,1,1,,,,,,,,,,,
O13,3.1,4,,1,1,1,2,2,,,,,,,,,
O13,3.1,5,1,1,1,1,,,,,,,,,,,
O13,3.1,6,,5,1,1,1,,,,,,,,,,
O13,3.1,7,1,1,1,4,1,,,,,,,,,,
O13,3.1,8,,3,1,,,,,,,,,,,,
O13,3.1,9,,2,1,,,,,,,,,,,,
O13,3.1,10,,5,1,2,2,,,,,,,,,,
O13,3.1,stigma,13,10,33,78,,,,,,,,,,,
O13,3.2,1,,1,1,3,1,,,,,,,,,,
O13,3.2,2,,1,1,1,5,1,,,,,,,,,
O13,3.2,3,,2,1,7,9,,,,,,,,,,
O13,3.2,4,,2,,,,,,,,,,,,,
O13,3.2,5,,1,1,2,1,1,,,,,,,,,
O13,3.2,6,,1,,,,,,,,,,,,,
O13,3.2,7,,1,1,2,1,,,,,,,,,,
O13,3.2,8,2,5,3,,,,,,,,,,,,
O13,3.2,9,,1,,,,,,,,,,,,,
O13,3.2,10,,2,1,,,,,,,,,,,,
O13,3.2,stigma,,130,51,,,,,,,,,,,,
O13,3.3,1,,1,,,,,,,,,,,,,
O13,3.3,2,,0,,,,,,,,,,,,,
O13,3.3,3,,0,,,,,,,,,,,,,
O13,3.3,4,,1,,,,,,,,,,,,,
O13,3.3,5,,1,1,,,,,,,,,,,,
O13,3.3,6,,1,,,,,,,,,,,,,
O13,3.3,7,,1,,,,,,,,,,,,,
O13,3.3,8,,0,,,,,,,,,,,,,
O13,3.3,9,,0,,,,,,,,,,,,,
O13,3.3,10,,1,1,,,,,,,,,,,,
O13,3.3,stigma,1,16,,,,,,,,,,,,,
S14,1.1,1,2,2,2,1,2,2,1,3,3,1,2,3,6,5,
S14,1.1,2,1,4,1,1,1,2,2,1,1,1,1,4,,,
S14,1.1,3,,1,1,1,1,4,2,,,,,,,,
S14,1.1,4,1,12,17,1,,,,,,,,,,,
S14,1.1,5,,1,5,2,,,,,,,,,,,
S14,1.1,6,1,3,,,,,,,,,,,,,
S14,1.1,7,,2,2,1,,,,,,,,,,,
S14,1.1,8,,1,2,1,1,1,2,,,,,,,,
S14,1.1,9,1,1,2,1,,,,,,,,,,,
S14,1.1,10,,1,1,1,2,,,,,,,,,,
S14,1.1,stigma,1,57,,,,,,,,,,,,,
S14,1.2,1,1,1,1,,,,,,,,,,,,
S14,1.2,2,1,1,1,1,2,,,,,,,,,,
S14,1.2,3,,1,1,,,,,,,,,,,,
S14,1.2,4,,1,2,,,,,,,,,,,,
S14,1.2,5,1,1,1,,,,,,,,,,,,
S14,1.2,6,,1,1,1,1,,,,,,,,,,
S14,1.2,7,,1,3,2,1,1,,,,,,,,,
S14,1.2,8,1,2,1,1,,,,,,,,,,,
S14,1.2,9,1,7,,,,,,,,,,,,,
S14,1.2,10,,1,4,,,,,,,,,,,,
S14,1.2,stigma,2,13,,,,,,,,,,,,,
S14,1.3,1,,0,,,,,,,,,,,,,
S14,1.3,2,,1,1,,,,,,,,,,,,
S14,1.3,3,,1,1,1,,,,,,,,,,,
S14,1.3,4,,0,,,,,,,,,,,,,
S14,1.3,5,,1,,,,,,,,,,,,,
S14,1.3,6,,0,,,,,,,,,,,,,
S14,1.3,7,,1,1,,,,,,,,,,,,
S14,1.3,8,,0,,,,,,,,,,,,,
S14,1.3,9,,0,,,,,,,,,,,,,
S14,1.3,10,,0,,,,,,,,,,,,,
S14,1.3,stigma,,58,,,,,,,,,,,,,
S14,2.1,1,,1,,,,,,,,,,,,,
S14,2.1,2,,2,1,,,,,,,,,,,,
S14,2.1,3,,1,,,,,,,,,,,,,
S14,2.1,4,,0,,,,,,,,,,,,,
S14,2.1,5,,1,1,1,,,,,,,,,,,
S14,2.1,6,,0,,,,,,,,,,,,,
S14,2.1,7,,0,,,,,,,,,,,,,
S14,2.1,8,,1,,,,,,,,,,,,,
S14,2.1,9,,1,1,1,1,,,,,,,,,,
S14,2.1,10,,1,1,,,,,,,,,,,,
S14,2.1,stigma,1,31,,,,,,,,,,,,,
S14,2.2,1,1,1,6,3,5,2,3,8,2,1,,,,,
S14,2.2,2,,3,6,,,,,,,,,,,,
S14,2.2,3,,3,5,1,1,,,,,,,,,,
S14,2.2,4,,2,1,6,1,,,,,,,,,,
S14,2.2,5,,1,1,3,1,,,,,,,,,,
S14,2.2,6,,10,3,,,,,,,,,,,,
S14,2.2,7,,1,1,1,,,,,,,,,,,
S14,2.2,8,1,1,1,1,1,,,,,,,,,,
S14,2.2,9,,1,1,1,1,,,,,,,,,,
S14,2.2,10,1,1,2,1,,,,,,,,,,,
S14,2.2,stigma,2,29,,,,,,,,,,,,,
S14,2.3,1,1,1,1,1,1,2,,,,,,,,,
S14,2.3,2,12,1,1,1,,,,,,,,,,,
S14,2.3,3,,2,5,1,,,,,,,,,,,
S14,2.3,4,2,1,1,1,,,,,,,,,,,
S14,2.3,5,,1,,,,,,,,,,,,,
S14,2.3,6,,0,,,,,,,,,,,,,
S14,2.3,7,4,0,,,,,,,,,,,,,
S14,2.3,8,3,0,,,,,,,,,,,,,
S14,2.3,9,4,0,,,,,,,,,,,,,
S14,2.3,10,,0,,,,,,,,,,,,,
S14,2.3,stigma,2,44,,,,,,,,,,,,,
S14,3.1,1,,1,1,,,,,,,,,,,,
S14,3.1,2,,0,,,,,,,,,,,,,
S14,3.1,3,1,0,,,,,,,,,,,,,
S14,3.1,4,,0,,,,,,,,,,,,,
S14,3.1,5,,1,1,,,,,,,,,,,,
S14,3.1,6,,2,1,1,,,,,,,,,,,
S14,3.1,7,,0,,,,,,,,,,,,,
S14,3.1,8,,0,,,,,,,,,,,,,
S14,3.1,9,,1,2,,,,,,,,,,,,
S14,3.1,10,,1, ,,,,,,,,,,,,
S14,3.1,stigma,1,7,,,,,,,,,,,,,
S14,3.2,1,2,1,1,2,2,1,1,1,,,,,,,
S14,3.2,2,1,1,2,1,1,1,2,,,,,,,,
S14,3.2,3,,1,1,,,,,,,,,,,,
S14,3.2,4,,1,1,1,1,1,1,,,,,,,,
S14,3.2,5,,1,1,1,1,1,,,,,,,,,
S14,3.2,6,,1,3,,,,,,,,,,,,
S14,3.2,7,1,2,1,2,1,,,,,,,,,,
S14,3.2,8,2,1,2,3,,,,,,,,,,,
S14,3.2,9,2,3,1,4,2,,,,,,,,,,
S14,3.2,10,2,1,3,3,2,1,1, ,,,,,,,
S14,3.2,stigma,3,14,,,,,,,,,,,,,
S14,3.3,1,,1,1,2,1,,,,,,,,,,
S14,3.3,2,2,1,1,1,1,1,,,,,,,,,
S14,3.3,3,,1,2,,,,,,,,,,,,
S14,3.3,4,,1,,,,,,,,,,,,,
S14,3.3,5,,0,,,,,,,,,,,,,
S14,3.3,6,,1,1,2,,,,,,,,,,,
S14,3.3,7,,1,2,,,,,,,,,,,,
S14,3.3,8,,1,2,,,,,,,,,,,,
S14,3.3,9,,2,2,1,,,,,,,,,,,
S14,3.3,10,,1,1, ,,,,,,,,,,,
S14,3.3,stigma,,13,,,,,,,,,,,,,
O14,1.1,1,4,7,5,1,7,,,,,,,,,,
O14,1.1,2,2,1,3,17,,,,,,,,,,,
O14,1.1,3,2,4,3,2,1,,,,,,,,,,
O14,1.1,4,4,8,2,4,4,,,,,,,,,,
O14,1.1,5,3,1,2,2,27,9,6,,,,,,,,
O14,1.1,6,5,7,3,4,1,2,,,,,,,,,
O14,1.1,7,2,1,1,2,1,1,1,1,1,1,,,,,
O14,1.1,8,2,1,3,,,,,,,,,,,,
O14,1.1,9,1,1,,,,,,,,,,,,,
O14,1.1,10,,0,,,,,,,,,,,,,
O14,1.1,stigma,6,31,38,41,31,,,,,,,,,,
O14,1.2,1,1,2,1,1,,,,,,,,,,,
O14,1.2,2,1,1,1,,,,,,,,,,,,
O14,1.2,3,,1,,,,,,,,,,,,,
O14,1.2,4,2,3,,,,,,,,,,,,,
O14,1.2,5,,2,,,,,,,,,,,,,
O14,1.2,6,,4,,,,,,,,,,,,,
O14,1.2,7,,1,,,,,,,,,,,,,
O14,1.2,8,2,6,2,,,,,,,,,,,,
O14,1.2,9,,1,1,4,1,,,,,,,,,,
O14,1.2,10,,1,2,1,  ,,,,,,,,,,
O14,1.2,stigma,1,15,,,,,,,,,,,,,
O14,1.3,1,,1,,,,,,,,,,,,,
O14,1.3,2,,1,,,,,,,,,,,,,
O14,1.3,3,,0,,,,,,,,,,,,,
O14,1.3,4,,0,,,,,,,,,,,,,
O14,1.3,5,,1,,,,,,,,,,,,,
O14,1.3,6,,0,,,,,,,,,,,,,
O14,1.3,7,,9,,,,,,,,,,,,,
O14,1.3,8,,0,,,,,,,,,,,,,
O14,1.3,9,,0,,,,,,,,,,,,,
O14,1.3,10,,3, ,,,,,,,,,,,,
O14,1.3,stigma,,28,,,,,,,,,,,,,
O14,2.1,1,,1,,,,,,,,,,,,,
O14,2.1,2,1,1,1,,,,,,,,,,,,
O14,2.1,3,1,1,,,,,,,,,,,,,
O14,2.1,4,,1,,,,,,,,,,,,,
O14,2.1,5,,1,,,,,,,,,,,,,
O14,2.1,6,,1,2,,,,,,,,,,,,
O14,2.1,7,2,1,,,,,,,,,,,,,
O14,2.1,8,,0,,,,,,,,,,,,,
O14,2.1,9,2,1,,,,,,,,,,,,,
O14,2.1,10,,2, ,,,,,,,,,,,,
O14,2.1,stigma,2,51,135,,,,,,,,,,,,
O14,2.2,1,1,1,1,,,,,,,,,,,,
O14,2.2,2,1,1,3,1,1,2,1,7,,,,,,,
O14,2.2,3,2,8,9,2,5,,,,,,,,,,
O14,2.2,4,6,1,1,2,1,1,2,,,,,,,,
O14,2.2,5,1,5,2,5,,,,,,,,,,,
O14,2.2,6,1,1,1,1,1,2,4,1,,,,,,,
O14,2.2,7,2,2,1,3,6,1,,,,,,,,,
O14,2.2,8,1,2,1,4,1,1,,,,,,,,,
O14,2.2,9,2,1,3,1,2,1,3,2,2,1,1,1,4,,
O14,2.2,10,,1,1,2,3, ,,,,,,,,,
O14,2.2,stigma,1,25,,,,,,,,,,,,,
O14,2.3,1,1,1,1,1,1,15,,,,,,,,,
O14,2.3,2,1,2,11,1,17,3,,,,,,,,,
O14,2.3,3,1,3,1,2,7,1,1,,,,,,,,
O14,2.3,4,6,1,7,1,1,7,,,,,,,,,
O14,2.3,5,7,2,2,5,1,,,,,,,,,,
O14,2.3,6,1,2,1,3,1,,,,,,,,,,
O14,2.3,7,,2,1,1,1,1,,,,,,,,,
O14,2.3,8,4,2,1,2,,,,,,,,,,,
O14,2.3,9,,3,1,,,,,,,,,,,,
O14,2.3,10,,0,,,,,,,,,,,,,
O14,2.3,stigma,,0,,,,,,,,,,,,,
O14,3.1,1,1,1,1,1,1,,,,,,,,,,
O14,3.1,2,1,0,,,,,,,,,,,,,
O14,3.1,3,1,1,,,,,,,,,,,,,
O14,3.1,4,1,2,,,,,,,,,,,,,
O14,3.1,5,,0,,,,,,,,,,,,,
O14,3.1,6,,0,,,,,,,,,,,,,
O14,3.1,7,1,1,1,3,,,,,,,,,,,
O14,3.1,8,1,1,,,,,,,,,,,,,
O14,3.1,9,2,0,,,,,,,,,,,,,
O14,3.1,10,1,2,1,1,1,,,,,,,,,,
O14,3.1,stigma,,4,,,,,,,,,,,,,
O14,3.2,1,,2,,,,,,,,,,,,,
O14,3.2,2,,1,1,,,,,,,,,,,,
O14,3.2,3,2,1,2,,,,,,,,,,,,
O14,3.2,4,1,1,,,,,,,,,,,,,
O14,3.2,5,,1,,,,,,,,,,,,,
O14,3.2,6,,1,2,1,2,3,,,,,,,,,
O14,3.2,7,,0,,,,,,,,,,,,,
O14,3.2,8,,0,,,,,,,,,,,,,
O14,3.2,9,,3,1,1,,,,,,,,,,,
O14,3.2,10,,1,1,,,,,,,,,,,,
O14,3.2,stigma,2,19,,,,,,,,,,,,,
O14,3.3,1,,3,1,2,2,1,1,1,,,,,,,
O14,3.3,2,2,1,3,1,1,2,,,,,,,,,
O14,3.3,3,,1,1,2,,,,,,,,,,,
O14,3.3,4,,4,4,1,1,1,,,,,,,,,
O14,3.3,5,1,2,3,1,3,,,,,,,,,,
O14,3.3,6,,2,3,2,,,,,,,,,,,
O14,3.3,7,1,1,1,1,6,1,,,,,,,,,
O14,3.3,8,2,2,4,1,1,1,,,,,,,,,
O14,3.3,9,2,1,1,1,5,1,2,,,,,,,,
O14,3.3,10,1,2,1,1,3,2,,,,,,,,,
O14,3.3,stigma,6,5,,,,,,,,,,,,,
