"","uniID","sp.clean","Quantity"
"506","4.16.2017 146 open","Mythicomyiidae",1
"507","4.16.2017 146 open","Nymph",2
"508","4.16.2017 146 shrub","Cicadellidae",1
"509","4.16.2017 146 shrub","Coleoptera",6
"510","4.16.2017 146 shrub","Lasioglossum",1
"511","4.16.2017 146 shrub","Miridae",1
"512","4.16.2017 146 shrub","Mythicomyiidae",1
"513","4.16.2017 188 open","Coleoptera",13
"514","4.16.2017 188 open","Lasioglossum",2
"515","4.16.2017 188 open","Mythicomyiidae",1
"516","4.16.2017 188 shrub","Cecidomyiidae",1
"517","4.16.2017 188 shrub","Cicadellidae",3
"518","4.16.2017 188 shrub","Coleoptera",1
"519","4.16.2017 188 shrub","Lasioglossum",2
"520","4.16.2017 188 shrub","Mythicomyiidae",1
"521","4.16.2017 188 shrub","Nymph",3
"522","4.16.2017 195 open","Asilidae",2
"523","4.16.2017 195 open","Coleoptera",30
"524","4.16.2017 195 open","Curculionidae",1
"525","4.16.2017 195 open","Lasioglossum",1
"526","4.16.2017 195 open","Miridae",3
"527","4.16.2017 195 open","Mythicomyiidae",1
"528","4.16.2017 195 open","Scaeva/Eupeodes",1
"529","4.16.2017 195 open","wasp",2
"530","4.16.2017 195 shrub","Aphididae",1
"531","4.16.2017 195 shrub","Asilidae",1
"532","4.16.2017 195 shrub","Cicadellidae",2
"533","4.16.2017 195 shrub","Coleoptera",7
"534","4.16.2017 195 shrub","Miridae",2
"535","4.16.2017 195 shrub","Mythicomyiidae",3
"536","4.16.2017 195 shrub","Nymph",1
"537","4.16.2017 195 shrub","parasitic",1
"538","4.16.2017 268 open","Chalcidoidea",1
"539","4.16.2017 268 open","Cicadellidae",3
"540","4.16.2017 268 open","Coleoptera",47
"541","4.16.2017 268 open","Diptera",1
"542","4.16.2017 268 open","Lasioglossum",1
"543","4.16.2017 268 open","Miridae",1
"544","4.16.2017 268 open","Mythicomyiidae",1
"545","4.16.2017 268 open","Thysanoptera",1
"546","4.16.2017 268 shrub","Asilidae",1
"547","4.16.2017 268 shrub","Bombyliidae",1
"548","4.16.2017 268 shrub","chamaemyiidae?",1
"549","4.16.2017 268 shrub","Cicadellidae",1
"550","4.16.2017 268 shrub","Coleoptera",5
"551","4.16.2017 268 shrub","Miridae",1
"552","4.16.2017 268 shrub","Miscophus",1
"553","4.16.2017 268 shrub","Mythicomyiidae",2
"554","4.16.2017 268 shrub","Nymph",2
"555","4.16.2017 268 shrub","wingless wasp",1
"556","4.16.2017 271 open","Coleoptera",11
"557","4.16.2017 271 open","Mythicomyiidae",1
"558","4.16.2017 271 open","Nymph",1
"559","4.16.2017 271 shrub","Cecidomyiidae",1
"560","4.16.2017 271 shrub","Chalcidoidea",1
"561","4.16.2017 271 shrub","Cicadellidae",5
"562","4.16.2017 271 shrub","Coleoptera",7
"563","4.16.2017 271 shrub","Formicidae",1
"564","4.16.2017 271 shrub","Membracidae",1
"565","4.16.2017 271 shrub","Miridae",2
"566","4.16.2017 271 shrub","Mythicomyiidae",3
"567","4.16.2017 271 shrub","Nymph",1
"568","4.16.2017 298 open","Coleoptera",10
"569","4.16.2017 298 open","Lasioglossum",1
"570","4.16.2017 298 open","Mythicomyiidae",1
"571","4.16.2017 298 open","Nymph",1
"572","4.16.2017 298 shrub","Aphoebantus",1
"573","4.16.2017 298 shrub","Atoposmia??",1
"574","4.16.2017 298 shrub","Chrysididae",1
"575","4.16.2017 298 shrub","Cicadellidae",1
"576","4.16.2017 298 shrub","Geocoridae",1
"577","4.16.2017 298 shrub","Miridae",1
"578","4.16.2017 298 shrub","Mythicomyiidae",1
"579","4.16.2017 298 shrub","Orthoptera",1
"580","4.17.2017 278 open","Cicadellidae",2
"581","4.17.2017 278 open","Coleoptera",9
"582","4.17.2017 278 open","Nymph",1
"583","4.17.2017 278 shrub","Asilidae",1
"584","4.17.2017 278 shrub","Cecidomyiidae",1
"585","4.17.2017 278 shrub","Cicadellidae",1
"586","4.17.2017 278 shrub","Coccinellidae",1
"587","4.17.2017 278 shrub","Formicidae",2
"588","4.17.2017 278 shrub","Nymph",1
"589","4.17.2017 278 shrub","Orthoptera",1
"590","4.17.2017 278 shrub","parasitic",5
"591","4.17.2017 278 shrub","Sciaridae",1
"592","4.17.2017 278 shrub","Thysanoptera",3
"593","4.17.2017 280 open","Chalcidoidea",1
"594","4.17.2017 280 open","Cicadellidae",1
"595","4.17.2017 280 open","Coleoptera",1
"596","4.17.2017 280 open","Eucera",1
"597","4.17.2017 280 open","Mythicomyiidae",1
"598","4.17.2017 280 open","Phoridae",1
"599","4.17.2017 280 open","Sarcophagidae",2
"600","4.17.2017 280 open","Thysanoptera",1
"601","4.17.2017 280 shrub","Cecidomyiidae",1
"602","4.17.2017 280 shrub","Cicadellidae",4
"603","4.17.2017 280 shrub","Coleoptera",2
"604","4.17.2017 280 shrub","Diptera",1
"605","4.17.2017 280 shrub","flat, weird, wingless, no mouthparts",1
"606","4.17.2017 280 shrub","Mythicomyiidae",3
"607","4.17.2017 280 shrub","Nymph",2
"608","4.17.2017 280 shrub","parasitic",4
"609","4.17.2017 280 shrub","Pentamoidae",1
"610","4.17.2017 280 shrub","Scaeva/Eupeodes",1
"611","4.17.2017 280 shrub","Thysanoptera",3
"612","4.17.2017 282 open","Cicadellidae",2
"613","4.17.2017 282 open","Coleoptera",3
"614","4.17.2017 282 open","Diptera",1
"615","4.17.2017 282 open","Lasioglossum",1
"616","4.17.2017 282 open","Mythicomyiidae",5
"617","4.17.2017 282 open","Nymph",2
"618","4.17.2017 282 open","parasitic",2
"619","4.17.2017 282 shrub","Cicadellidae",1
"620","4.17.2017 282 shrub","Coleoptera",1
"621","4.17.2017 282 shrub","Hymenoptera",1
"622","4.17.2017 282 shrub","Mythicomyiidae",8
"623","4.17.2017 282 shrub","Nymph",1
"624","4.17.2017 282 shrub","parasitic",1
"625","4.17.2017 282 shrub","Thysanoptera",1
"626","4.17.2017 291 open","Cecidomyiidae",1
"627","4.17.2017 291 open","Cicadellidae",1
"628","4.17.2017 291 open","Coleoptera",3
"629","4.17.2017 291 open","Crabronidae",1
"630","4.17.2017 291 open","Curculionidae",1
"631","4.17.2017 291 open","Miridae",1
"632","4.17.2017 291 open","Mythicomyiidae",1
"633","4.17.2017 291 open","Nymph",1
"634","4.17.2017 291 open","Sarcophagidae",1
"635","4.17.2017 291 open","Thysanoptera",3
"636","4.17.2017 291 shrub","Cicadellidae",2
"637","4.17.2017 291 shrub","Coleoptera",1
"638","4.17.2017 291 shrub","Curculionidae",1
"639","4.17.2017 291 shrub","Formicidae",1
"640","4.17.2017 291 shrub","Mythicomyiidae",4
"641","4.17.2017 291 shrub","Nymph",2
"642","4.17.2017 291 shrub","parasitic",2
"643","4.17.2017 291 shrub","Thysanoptera",5
"644","4.17.2017 295 open","Cicadellidae",2
"645","4.17.2017 295 open","Hymenoptera",1
"646","4.17.2017 295 open","Mutillidae",1
"647","4.17.2017 295 open","Mythicomyiidae",1
"648","4.17.2017 295 open","Nymph",1
"649","4.17.2017 295 open","Trichoptera?",1
"650","4.17.2017 295 shrub","Ammophila",1
"651","4.17.2017 295 shrub","Curculionidae",1
"652","4.17.2017 295 shrub","Miridae",2
"653","4.17.2017 295 shrub","Mythicomyiidae",3
"654","4.17.2017 295 shrub","Nymph",2
"655","4.17.2017 295 shrub","parasitic",4
"656","4.17.2017 299 open","?",1
"657","4.17.2017 299 open","Coleoptera",5
"658","4.17.2017 299 open","Diptera",2
"659","4.17.2017 299 open","Mythicomyiidae",1
"660","4.17.2017 299 open","Tachinidae",1
"661","4.17.2017 299 open","Thysanoptera",1
"662","4.17.2017 299 shrub","Cecidomyiidae",3
"663","4.17.2017 299 shrub","Coleoptera",3
"664","4.17.2017 299 shrub","Diptera",1
"665","4.17.2017 299 shrub","Lasioglossum",1
"666","4.17.2017 299 shrub","Mythicomyiidae",1
"667","4.17.2017 299 shrub","parasitic",2
"668","4.17.2017 299 shrub","Phoridae",1
"669","4.17.2017 299 shrub","spotted wings",1
"670","4.17.2017 299 shrub","Thysanoptera",1
"671","4.19.2017 264 open","Coleoptera",2
"672","4.19.2017 264 open","Hymenoptera",1
"673","4.19.2017 264 open","Mythicomyiidae",2
"674","4.19.2017 264 open","Nymph",2
"675","4.19.2017 264 shrub","Ammophila",1
"676","4.19.2017 264 shrub","Miridae",1
"677","4.19.2017 264 shrub","Nymph",5
"678","4.19.2017 264 shrub","parasitic",2
"679","4.19.2017 264 shrub","Pipunculidae",1
"680","4.19.2017 264 shrub","Thysanoptera",2
"681","4.19.2017 270 open","Asilidae",2
"682","4.19.2017 270 open","Cicadellidae",1
"683","4.19.2017 270 open","Coleoptera",11
"684","4.19.2017 270 open","Geocoridae",1
"685","4.19.2017 270 open","Nymph",1
"686","4.19.2017 270 open","parasitic",2
"687","4.19.2017 270 open","Sarcophagidae",1
"688","4.19.2017 270 shrub","Cecidomyiidae",1
"689","4.19.2017 270 shrub","Cicadellidae",2
"690","4.19.2017 270 shrub","Coleoptera",5
"691","4.19.2017 270 shrub","Formicidae",1
"692","4.19.2017 270 shrub","Mythicomyiidae",2
"693","4.19.2017 270 shrub","Nymph",1
"694","4.19.2017 270 shrub","parasitic",3
"695","4.19.2017 283 open","Cicadellidae",1
"696","4.19.2017 283 open","Coleoptera",4
"697","4.19.2017 283 open","Curculionidae",1
"698","4.19.2017 283 shrub","Cicadellidae",3
"699","4.19.2017 283 shrub","Coleoptera",1
"700","4.19.2017 283 shrub","parasitic",1
"701","4.19.2017 283 shrub","Pronotacantha annulata",1
"702","4.19.2017 286 open","Asilidae",1
"703","4.19.2017 286 open","Coleoptera",3
"704","4.19.2017 286 open","Mythicomyiidae",1
"705","4.19.2017 286 open","Phoridae",1
"706","4.19.2017 286 open","Tachinidae",1
"707","4.19.2017 286 open","Thysanoptera",1
"708","4.19.2017 286 shrub","Chrysopidae",1
"709","4.19.2017 286 shrub","Cicadellidae",2
"710","4.19.2017 286 shrub","Coleoptera",4
"711","4.19.2017 286 shrub","Curculionidae",1
"712","4.19.2017 286 shrub","Formicidae",3
"713","4.19.2017 286 shrub","Nymph",1
"714","4.19.2017 286 shrub","parasitic",2
"715","4.19.2017 290 open","?",1
"716","4.19.2017 290 open","Coleoptera",7
"717","4.19.2017 290 open","parasitic",1
"718","4.19.2017 290 open","Phoridae",1
"719","4.19.2017 290 open","Thysanoptera",1
"720","4.19.2017 290 open","yellow wing veins and legs",1
"721","4.19.2017 290 shrub","Ammophila",1
"722","4.19.2017 290 shrub","Cicadellidae",2
"723","4.19.2017 290 shrub","Coleoptera",4
"724","4.19.2017 290 shrub","Cysteodemus",1
"725","4.19.2017 290 shrub","Eupompha elegans",1
"726","4.19.2017 290 shrub","Formicidae",1
"727","4.19.2017 290 shrub","Miscophus",1
"728","4.19.2017 290 shrub","Nymph",2
"729","4.19.2017 290 shrub","Phoridae",1
"730","4.19.2017 290 shrub","yellow wing veins and legs",1
"731","4.19.2017 297 open","Cecidomyiidae",1
"732","4.19.2017 297 open","Cicadellidae",3
"733","4.19.2017 297 open","Coleoptera",13
"734","4.19.2017 297 open","Mythicomyiidae",1
"735","4.19.2017 297 open","Nymph",1
"736","4.19.2017 297 open","yellow wing veins and legs",1
"737","4.19.2017 297 shrub","Cecidomyiidae",1
"738","4.19.2017 297 shrub","Cicadellidae",2
"739","4.19.2017 297 shrub","Curculionidae",1
"740","4.19.2017 297 shrub","Mythicomyiidae",1
"741","4.19.2017 297 shrub","Nymph",1
"742","4.19.2017 297 shrub","Thysanoptera",1
"743","4.20.2017 181 open","Cicadellidae",1
"744","4.20.2017 181 open","Coleoptera",17
"745","4.20.2017 181 open","Geocoridae",1
"746","4.20.2017 181 open","Mythicomyiidae",1
"747","4.20.2017 181 open","Nymph",1
"748","4.20.2017 181 open","parasitic",1
"749","4.20.2017 181 open","Sarcophagidae",1
"750","4.20.2017 181 open","Thysanoptera",1
"751","4.20.2017 181 open","Usiinae",1
"752","4.20.2017 181 shrub","Cecidomyiidae",1
"753","4.20.2017 181 shrub","Cicadellidae",2
"754","4.20.2017 181 shrub","Coleoptera",8
"755","4.20.2017 183 open","Araneae",1
"756","4.20.2017 183 open","Coccinellidae",1
"757","4.20.2017 183 open","Coleoptera",24
"758","4.20.2017 183 open","Diptera",2
"759","4.20.2017 183 open","Miridae",2
"760","4.20.2017 183 open","Mythicomyiidae",1
"761","4.20.2017 183 open","Nymph",1
"762","4.20.2017 183 open","Tachinidae",1
"763","4.20.2017 183 open","Thysanoptera",1
"764","4.20.2017 183 shrub","Cicadellidae",1
"765","4.20.2017 183 shrub","Coleoptera",9
"766","4.20.2017 183 shrub","Formicidae",4
"767","4.20.2017 183 shrub","Nymph",3
"768","4.20.2017 183 shrub","parasitic",1
"769","4.20.2017 183 shrub","Sciaridae",1
"770","4.20.2017 183 shrub","Thysanoptera",1
"771","4.20.2017 185 open","Zeroes",0
"772","4.20.2017 185 shrub","Cicadellidae",2
"773","4.20.2017 185 shrub","Coleoptera",7
"774","4.20.2017 185 shrub","Eucera or Mellisodes",1
"775","4.20.2017 185 shrub","Osmia",1
"776","4.20.2017 185 shrub","Therevidae",1
"777","4.20.2017 185 shrub","yellow wing veins and legs",1
"778","4.20.2017 274 open","Anthocoridae",1
"779","4.20.2017 274 open","Asilidae",1
"780","4.20.2017 274 open","Cicadellidae",2
"781","4.20.2017 274 open","Coleoptera",14
"782","4.20.2017 274 open","Diptera",3
"783","4.20.2017 274 open","Lasioglossum",1
"784","4.20.2017 274 open","Mythicomyiidae",1
"785","4.20.2017 274 open","Usiinae",1
"786","4.20.2017 274 shrub","Asilidae",1
"787","4.20.2017 274 shrub","Cecidomyiidae",1
"788","4.20.2017 274 shrub","Cicadellidae",4
"789","4.20.2017 274 shrub","Coleoptera",3
"790","4.20.2017 274 shrub","Miridae",1
"791","4.20.2017 274 shrub","Nymph",7
"792","4.20.2017 274 shrub","Orthoptera",1
"793","4.20.2017 274 shrub","parasitic",4
"794","4.20.2017 274 shrub","Pentamoidae",1
"795","4.20.2017 274 shrub","Phoridae",2
"796","4.20.2017 274 shrub","Sarcophagidae",1
"797","4.20.2017 274 shrub","Thysanoptera",1
"798","4.20.2017 274 shrub","yellow wing veins and legs",1
"799","4.20.2017 281 open","Coleoptera",6
"800","4.20.2017 281 open","Diptera",2
"801","4.20.2017 281 open","Tephritidae",1
"802","4.20.2017 281 open","Tingidae",1
"803","4.20.2017 281 shrub","Cicadellidae",1
"804","4.20.2017 281 shrub","Phoridae",1
"805","4.20.2017 287 open","Apis mellifera",1
"806","4.20.2017 287 open","Ashmeadiella",1
"807","4.20.2017 287 open","Cicadellidae",1
"808","4.20.2017 287 open","Coleoptera",7
"809","4.20.2017 287 open","Diptera",1
"810","4.20.2017 287 open","Dryudella",1
"811","4.20.2017 287 open","Tephritidae",1
"812","4.20.2017 287 shrub","Cecidomyiidae",1
"813","4.20.2017 287 shrub","Coleoptera",1
"814","4.20.2017 287 shrub","Diptera",1
"815","4.20.2017 287 shrub","Miridae",1
"816","4.20.2017 287 shrub","parasitic",2
"817","4.20.2017 287 shrub","Tephritidae",1
"818","4.20.2017 287 shrub","Thysanoptera",1
"819","4.22.2017 180 open","Coleoptera",10
"820","4.22.2017 180 open","Lygaeoidea",1
"821","4.22.2017 180 open","Orthoptera",1
"822","4.22.2017 180 open","Tephritidae",1
"823","4.22.2017 180 shrub","Cicadellidae",2
"824","4.22.2017 180 shrub","Coleoptera",7
"825","4.22.2017 180 shrub","Harpactorinae",1
"826","4.22.2017 180 shrub","Lytta auriculata",1
"827","4.22.2017 180 shrub","Miridae",1
"828","4.22.2017 180 shrub","Mythicomyiidae",1
"829","4.22.2017 180 shrub","Osmia",1
"830","4.22.2017 180 shrub","parasitic",1
"831","4.22.2017 180 shrub","Psylloidea",1
"832","4.22.2017 180 shrub","Thysanoptera",2
"833","4.22.2017 180 shrub","Toxomerus marginatus",1
"834","4.22.2017 182 open","Asilidae",1
"835","4.22.2017 182 open","brown halteres, shiny black",1
"836","4.22.2017 182 open","Cicadellidae",2
"837","4.22.2017 182 open","Coleoptera",23
"838","4.22.2017 182 open","Mythicomyiidae",3
"839","4.22.2017 182 open","Nymph",1
"840","4.22.2017 182 shrub","Coleoptera",4
"841","4.22.2017 182 shrub","Halictus",1
"842","4.22.2017 182 shrub","Nymph",1
"843","4.22.2017 182 shrub","parasitic",1
"844","4.22.2017 182 shrub","Thysanoptera",1
"845","4.22.2017 189 open","Coleoptera",10
"846","4.22.2017 189 open","Miridae",2
"847","4.22.2017 189 open","Mythicomyiidae",4
"848","4.22.2017 189 open","parasitic",3
"849","4.22.2017 189 open","Rhopalidae/Lygaeidae",1
"850","4.22.2017 189 open","Thysanoptera",3
"851","4.22.2017 189 shrub","Aphididae",1
"852","4.22.2017 189 shrub","Cecidomyiidae",1
"853","4.22.2017 189 shrub","Cicadellidae",1
"854","4.22.2017 189 shrub","Coleoptera",3
"855","4.22.2017 189 shrub","Lytta auriculata",1
"856","4.22.2017 189 shrub","Mythicomyiidae",1
"857","4.22.2017 189 shrub","Nymph",1
"858","4.22.2017 189 shrub","parasitic",3
"859","4.22.2017 189 shrub","Pentamoidae",1
"860","4.22.2017 189 shrub","Pipunculidae",1
"861","4.22.2017 189 shrub","Pompilidae",1
"862","4.22.2017 189 shrub","Pronotacantha annulata",1
"863","4.22.2017 194 open","Cicadellidae",1
"864","4.22.2017 194 open","Coleoptera",25
"865","4.22.2017 194 open","Lasioglossum",1
"866","4.22.2017 194 open","Miridae",1
"867","4.22.2017 194 open","parasitic",1
"868","4.22.2017 194 open","Thysanoptera",2
"869","4.22.2017 194 shrub","Cicadellidae",4
"870","4.22.2017 194 shrub","Coleoptera",8
"871","4.22.2017 275 open","Cicadellidae",1
"872","4.22.2017 275 open","Coleoptera",10
"873","4.22.2017 275 open","Formicidae",1
"874","4.22.2017 275 open","Psylloidea",1
"875","4.22.2017 275 shrub","Asilidae",1
"876","4.22.2017 275 shrub","Cicadellidae",3
"877","4.22.2017 275 shrub","Coleoptera",8
"878","4.22.2017 275 shrub","Miscophus",3
"879","4.22.2017 275 shrub","Nymph",1
"880","4.22.2017 276 open","Asilidae",1
"881","4.22.2017 276 open","Coleoptera",6
"882","4.22.2017 276 open","Crabronidae",1
"883","4.22.2017 276 open","Mutillidae",1
"884","4.22.2017 276 open","Mythicomyiidae",1
"885","4.22.2017 276 open","parasitic",4
"886","4.22.2017 276 open","Synhalonia",1
"887","4.22.2017 276 open","Thysanoptera",1
"888","4.22.2017 276 shrub","Cecidomyiidae",1
"889","4.22.2017 276 shrub","Cicadellidae",2
"890","4.22.2017 276 shrub","Coleoptera",6
"891","4.22.2017 276 shrub","Colletes",1
"892","4.22.2017 276 shrub","Miridae",1
"893","4.22.2017 276 shrub","Miscophus",1
"894","4.22.2017 276 shrub","parasitic",2
"895","4.22.2017 276 shrub","Pompilidae",1
"896","4.22.2017 276 shrub","Thysanoptera",1
"897","4.23.2017 146 open","Asilidae",1
"898","4.23.2017 146 open","Bombyliidae",1
"899","4.23.2017 146 open","Cicadellidae",1
"900","4.23.2017 146 open","Coleoptera",13
"901","4.23.2017 146 open","Formicidae",1
"902","4.23.2017 146 open","Pronotacantha annulata",1
"903","4.23.2017 146 open","Rhopalidae",1
"904","4.23.2017 146 shrub","Cicadellidae",1
"905","4.23.2017 146 shrub","Coleoptera",3
"906","4.23.2017 146 shrub","Formicidae",1
"907","4.23.2017 146 shrub","Miridae",2
"908","4.23.2017 146 shrub","Nymph",1
"909","4.23.2017 146 shrub","Orthoptera",1
"910","4.23.2017 195 open","Coleoptera",14
"911","4.23.2017 195 open","Diptera",2
"912","4.23.2017 195 open","Miridae",1
"913","4.23.2017 195 open","Pronotacantha annulata",1
"914","4.23.2017 195 shrub","Bombyliidae",1
"915","4.23.2017 195 shrub","Coleoptera",23
"916","4.23.2017 195 shrub","Diptera",2
"917","4.23.2017 195 shrub","Nymph",1
"918","4.23.2017 195 shrub","Nymphalidae",1
"919","4.23.2017 197 open","Cecidomyiidae",1
"920","4.23.2017 197 open","Cicadellidae",2
"921","4.23.2017 197 open","Coleoptera",18
"922","4.23.2017 197 open","Nymph",1
"923","4.23.2017 197 open","parasitic",1
"924","4.23.2017 197 open","Thysanoptera",3
"925","4.23.2017 197 shrub","Coleoptera",4
"926","4.23.2017 197 shrub","Thysanoptera",1
"927","4.23.2017 197 shrub","yellow wing veins and legs",1
"928","4.23.2017 266 open","Chrysididae",1
"929","4.23.2017 266 open","Cicadellidae",1
"930","4.23.2017 266 open","Coleoptera",24
"931","4.23.2017 266 open","Eucera",1
"932","4.23.2017 266 open","Harpactorinae",1
"933","4.23.2017 266 open","Pompilidae",1
"934","4.23.2017 266 open","Rhopalidae/Lygaeidae",1
"935","4.23.2017 266 shrub","Ammophila",1
"936","4.23.2017 266 shrub","Coleoptera",12
"937","4.23.2017 266 shrub","Crabronidae?",1
"938","4.23.2017 266 shrub","Nymph",1
"939","4.23.2017 266 shrub","Osmia",1
"940","4.23.2017 266 shrub","Pronotacantha annulata",1
"941","4.23.2017 267 open","Asilidae",1
"942","4.23.2017 267 open","Coleoptera",28
"943","4.23.2017 267 open","Crabronidae",1
"944","4.23.2017 267 open","Nymph",1
"945","4.23.2017 267 shrub","Cecidomyiidae",1
"946","4.23.2017 267 shrub","Cicadellidae",2
"947","4.23.2017 267 shrub","Coleoptera",11
"948","4.23.2017 267 shrub","Miridae",1
"949","4.23.2017 289 open","Chrysididae",1
"950","4.23.2017 289 open","Cicadellidae",1
"951","4.23.2017 289 open","Coleoptera",8
"952","4.23.2017 289 open","Nymph",1
"953","4.23.2017 289 open","Thysanoptera",1
"954","4.23.2017 289 shrub","Araneae",1
"955","4.23.2017 289 shrub","Bombyliidae",1
"956","4.23.2017 289 shrub","Cicadellidae",3
"957","4.23.2017 289 shrub","Coccinellidae",1
"958","4.23.2017 289 shrub","Coleoptera",3
"959","4.23.2017 289 shrub","Scaeva/Eupeodes",1
"960","4.26.2017 192 open","Asilidae",1
"961","4.26.2017 192 open","Coleoptera",14
"962","4.26.2017 192 open","Diadasia",1
"963","4.26.2017 192 open","Lasioglossum",1
"964","4.26.2017 192 open","Mythicomyiidae",2
"965","4.26.2017 192 shrub","Cecidomyiidae",2
"966","4.26.2017 192 shrub","Cicadellidae",4
"967","4.26.2017 192 shrub","Coleoptera",3
"968","4.26.2017 192 shrub","Crabronidae?",1
"969","4.26.2017 192 shrub","Orthoptera",1
"970","4.26.2017 192 shrub","Pronotacantha annulata",1
"971","4.26.2017 192 shrub","Richardiidae??",1
"972","4.26.2017 192 shrub","Thysanoptera",1
"973","4.26.2017 196 open","Aphididae",1
"974","4.26.2017 196 open","Cicadellidae",1
"975","4.26.2017 196 open","Coleoptera",10
"976","4.26.2017 196 open","parasitic",1
"977","4.26.2017 196 open","Phoridae",1
"978","4.26.2017 196 open","Thysanoptera",1
"979","4.26.2017 196 shrub","Asilidae",1
"980","4.26.2017 196 shrub","Coleoptera",10
"981","4.26.2017 196 shrub","Hymenoptera",1
"982","4.26.2017 196 shrub","parasitic",3
"983","4.26.2017 196 shrub","Tephritidae",1
"984","4.26.2017 264 open","Asilidae",1
"985","4.26.2017 264 open","Bombyliidae",1
"986","4.26.2017 264 open","Cicadellidae",2
"987","4.26.2017 264 open","Coleoptera",5
"988","4.26.2017 264 open","Diptera",1
"989","4.26.2017 264 open","Mythicomyiidae",1
"990","4.26.2017 264 open","Orthoptera",1
"991","4.26.2017 264 open","Osmia",1
"992","4.26.2017 264 open","Thysanoptera",2
"993","4.26.2017 264 shrub","Chrysomelidae",1
"994","4.26.2017 264 shrub","Coleoptera",5
"995","4.26.2017 264 shrub","Diptera",2
"996","4.26.2017 264 shrub","Formicidae",1
"997","4.26.2017 264 shrub","Miridae",1
"998","4.26.2017 264 shrub","Nymph",2
"999","4.26.2017 264 shrub","parasitic",1
"1000","4.26.2017 295 open","Bombyliidae",1
"1001","4.26.2017 295 open","Coleoptera",8
"1002","4.26.2017 295 open","parasitic",1
"1003","4.26.2017 295 open","Phoridae",1
"1004","4.26.2017 295 shrub","Araneae",1
"1005","4.26.2017 295 shrub","Cicadellidae",1
"1006","4.26.2017 295 shrub","Curculionidae",1
"1007","4.26.2017 295 shrub","Miscophus",1
"1008","4.26.2017 295 shrub","Nymph",3
"1009","4.26.2017 295 shrub","parasitic",1
"1010","4.26.2017 295 shrub","Thysanoptera",2
"1011","4.26.2017 298 open","Cicadellidae",2
