"","Date","mean.Solar","mean.Wind","mean.MaxWind","mean.Temp","PlantID","SecondaryID","Cam","treatment","flowering","TimeOut","flowers.shrub","flowers.pot","het.shrub.blooming.neighbours","het.cactus.blooming.neighbours","understory.richness","het.annual.floral.density","understory.assoc","uniID","total.visits","Length","pos.Length","dec.Length","visits.per.hour","total.flowers","flowers.per.hour"
"153","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"262","","LO1","open","bloom","14:41",280,"8",4,0,3,0,"","LO14.25.2017",0,"1:21:59",2019-09-24 01:21:59,1.36638888888889,0,0,0
"154","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"282","","LO2","open","bloom","14:48",111,"8",1,2,3,0,"","LO24.25.2017",0,"1:29:19",2019-09-24 01:29:19,1.48861111111111,0,0,0
"155","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"293","","LO3","open","bloom","15:04",103,"7",2,0,2,0,"","LO34.25.2017",1,"1:15:39",2019-09-24 01:15:39,1.26083333333333,0.793126239259749,1,0.793126239259749
"156","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"294","","LO4","open","bloom","15:11",168,"8",0,1,2,2,"","LO44.25.2017",1,"1:42:59",2019-09-24 01:42:59,1.71638888888889,0.582618546690403,1,0.582618546690403
"157","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"297","","LO5","open","bloom","15:20",354,"7",0,0,2,0,"","LO54.25.2017",0,"1:23:32",2019-09-24 01:23:32,1.39222222222222,0,0,0
"158","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"188","","LO6","open","bloom","15:28",126,"7",2,0,3,0,"","LO64.25.2017",0,"1:14:38",2019-09-24 01:14:38,1.24388888888889,0,0,0
"159","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"262","","LS1","shrub","bloom","14:41",280,"8",3,0,3,2,"","LS14.25.2017",1,"1:37:11",2019-09-24 01:37:11,1.61972222222222,0.617389813068084,1,0.617389813068084
"160","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"282","","LS2","shrub","bloom","14:48",111,"8",3,1,3,0,"","LS24.25.2017",0,"1:21:01",2019-09-24 01:21:01,1.35027777777778,0,0,0
"161","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"293","","LS3","shrub","bloom","15:04",103,"7",5,1,3,0,"","LS34.25.2017",0,"1:35:38",2019-09-24 01:35:38,1.59388888888889,0,0,0
"162","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"294","","LS4","shrub","bloom","15:11",168,"8",0,1,3,0,"","LS44.25.2017",0,"1:38:34",2019-09-24 01:38:34,1.64277777777778,0,0,0
"163","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"297","","LS5","shrub","bloom","15:20",354,"7",0,0,4,0,"","LS54.25.2017",0,"1:19:48",2019-09-24 01:19:48,1.33,0,0,0
"164","4.25.2017",0.714285714285714,5.98571428571429,11.8428571428571,16.4142857142857,"188","","LS6","shrub","bloom","15:28",126,"7",2,0,3,0,"","LS64.25.2017",0,"1:27:26",2019-09-24 01:27:26,1.45722222222222,0,0,0
"165","4.26.2017",0.65625,5.1875,10.4625,17.4,"114","","LO1","open","bloom","11:20",302,"11",4,1,1,0,"","LO14.26.2017",1,"1:39:12",2019-09-24 01:39:12,1.65333333333333,0.604838709677419,1,0.604838709677419
"166","4.26.2017",0.65625,5.1875,10.4625,17.4,"269","","LO2","open","bloom","11:32",224,"10",3,0,3,0,"","LO24.26.2017",3,"1:02:02",2019-09-24 01:02:02,1.03388888888889,2.90166577109081,3,2.90166577109081
"167","4.26.2017",0.65625,5.1875,10.4625,17.4,"270","","LO3","open","bloom","11:40",146,"9",3,0,2,0,"","LO34.26.2017",1,"1:13:37",2019-09-24 01:13:37,1.22694444444444,0.815032827711116,1,0.815032827711116
"168","4.26.2017",0.65625,5.1875,10.4625,17.4,"288","","LO4","open","bloom","11:54",260,"9",4,0,3,0,"","LO44.26.2017",4,"1:22:24",2019-09-24 01:22:24,1.37333333333333,2.9126213592233,5,3.64077669902913
"169","4.26.2017",0.65625,5.1875,10.4625,17.4,"286","","LO5","open","bloom","12:02",145,"13",0,0,1,0,"","LO54.26.2017",2,"1:20:33",2019-09-24 01:20:33,1.3425,1.48975791433892,3,2.23463687150838
"170","4.26.2017",0.65625,5.1875,10.4625,17.4,"190","","LO6","open","bloom","12:02",399,"8",3,0,2,2,"","LO64.26.2017",0,"1:26:49",2019-09-24 01:26:49,1.44694444444444,0,0,0
"171","4.26.2017",0.65625,5.1875,10.4625,17.4,"114","","LS1","shrub","bloom","11:20",302,"11",3,1,1,0,"","LS14.26.2017",2,"1:35:20",2019-09-24 01:35:20,1.58888888888889,1.25874125874126,2,1.25874125874126
"172","4.26.2017",0.65625,5.1875,10.4625,17.4,"269","","LS2","shrub","bloom","11:32",224,"10",4,0,3,0,"","LS24.26.2017",0,"1:37:48",2019-09-24 01:37:48,1.63,0,0,0
"173","4.26.2017",0.65625,5.1875,10.4625,17.4,"270","","LS3","shrub","bloom","11:40",146,"9",2,0,2,0,"","LS34.26.2017",0,"0:40:58",2019-09-24 00:40:58,0.682777777777778,0,0,0
"174","4.26.2017",0.65625,5.1875,10.4625,17.4,"288","","LS4","shrub","bloom","11:54",260,"9",0,0,2,0,"","LS44.26.2017",0,"1:33:03",2019-09-24 01:33:03,1.55083333333333,0,0,0
"175","4.26.2017",0.65625,5.1875,10.4625,17.4,"286","","LS5","shrub","bloom","12:02",145,"13",2,0,2,0,"","LS54.26.2017",0,"1:18:03",2019-09-24 01:18:03,1.30083333333333,0,0,0
"176","4.26.2017",0.65625,5.1875,10.4625,17.4,"190","","LS6","shrub","bloom","12:02",399,"8",0,0,2,0,"","LS64.26.2017",0,"1:43:55",2019-09-24 01:43:55,1.73194444444444,0,0,0
"177","4.27.2017",0.66,4.125,9.2375,17.3625,"104","","LO1","open","bloom","11:30",189,"10",2,0,2,0,"","LO14.27.2017",3,"1:39:59",2019-09-24 01:39:59,1.66638888888889,1.80030005000833,4,2.40040006667778
"178","4.27.2017",0.66,4.125,9.2375,17.3625,"265","","LO2","open","bloom","11:41",332,"12",8,0,1,0,"","LO24.27.2017",0,"1:35:18",2019-09-24 01:35:18,1.58833333333333,0,0,0
"179","4.27.2017",0.66,4.125,9.2375,17.3625,"272","","LO4","open","bloom","12:10",255,"10",4,0,2,1,"","LO44.27.2017",0,"1:42:14",2019-09-24 01:42:14,1.70388888888889,0,0,0
"180","4.27.2017",0.66,4.125,9.2375,17.3625,"268","","LO3","open","bloom","11:57",303,"10",5,0,2,0,"","LO34.27.2017",1,"1:13:39",2019-09-24 01:13:39,1.2275,0.814663951120163,2,1.62932790224033
"181","4.27.2017",0.66,4.125,9.2375,17.3625,"181","","LO5","open","bloom","12:22",201,"16",3,0,3,1,"","LO54.27.2017",2,"1:40:14",2019-09-24 01:40:14,1.67055555555556,1.19720651812438,3,1.79580977718656
"182","4.27.2017",0.66,4.125,9.2375,17.3625,"186","","LO6","open","bloom","12:29",151,"14",6,0,1,2,"","LO64.27.2017",0,"1:30:08",2019-09-24 01:30:08,1.50222222222222,0,0,0
"183","4.27.2017",0.66,4.125,9.2375,17.3625,"265","","LS2","shrub","bloom","11:41",332,"12",8,0,3,0,"","LS24.27.2017",0,"1:20:00",2019-09-24 01:20:00,1.33333333333333,0,0,0
"184","4.27.2017",0.66,4.125,9.2375,17.3625,"268","","LS3","shrub","bloom","11:57",303,"10",6,0,2,1,"","LS34.27.2017",0,"1:34:54",2019-09-24 01:34:54,1.58166666666667,0,0,0
"185","4.27.2017",0.66,4.125,9.2375,17.3625,"272","","LS4","shrub","bloom","12:10",255,"10",6,0,3,0,"","LS44.27.2017",1,"1:36:00",2019-09-24 01:36:00,1.6,0.625,2,1.25
"186","4.27.2017",0.66,4.125,9.2375,17.3625,"104","","LS1","shrub","bloom","11:30",189,"10",4,0,2,0,"","LS14.27.2017",2,"1:34:26",2019-09-24 01:34:26,1.57388888888889,1.27073773385104,3,1.90610660077656
"187","4.27.2017",0.66,4.125,9.2375,17.3625,"181","","LS5","shrub","bloom","12:22",201,"16",6,0,3,2,"","LS54.27.2017",7,"1:16:51",2019-09-24 01:16:51,1.28083333333333,5.46519193233572,12,9.36890045543266
"188","4.27.2017",0.66,4.125,9.2375,17.3625,"186","","LS6","shrub","bloom","12:29",151,"14",8,0,3,0,"","LS64.27.2017",3,"1:44:25",2019-09-24 01:44:25,1.74027777777778,1.72386272944932,4,2.29848363926576
"189","4.29.2017",0.8125,5,10.05,17.2625,"271","","LO1","open","bloom","13:40",270,"9",7,0,1,0,"","LO14.29.2017",2,"1:40:30",2019-09-24 01:40:30,1.675,1.19402985074627,2,1.19402985074627
"190","4.29.2017",0.8125,5,10.05,17.2625,"278","","LO2","open","bloom","13:49",338,"12",0,0,2,0,"","LO24.29.2017",0,"1:32:33",2019-09-24 01:32:33,1.5425,0,0,0
"191","4.29.2017",0.8125,5,10.05,17.2625,"296","","LO3","open","bloom","13:58",483,"10",3,0,3,3,"","LO34.29.2017",0,"1:30:33",2019-09-24 01:30:33,1.50916666666667,0,0,0
"192","4.29.2017",0.8125,5,10.05,17.2625,"184","","LO4","open","bloom","14:07",366,"8",1,0,2,0,"","LO44.29.2017",1,"1:42:40",2019-09-24 01:42:40,1.71111111111111,0.584415584415584,1,0.584415584415584
"193","4.29.2017",0.8125,5,10.05,17.2625,"191","","LO5","open","bloom","14:13",322,"9",2,0,1,0,"","LO54.29.2017",1,"1:40:45",2019-09-24 01:40:45,1.67916666666667,0.595533498759305,1,0.595533498759305
"194","4.29.2017",0.8125,5,10.05,17.2625,"199","","LO6","open","bloom","14:20",332,"7",0,0,3,0,"","LO64.29.2017",1,"1:30:08",2019-09-24 01:30:08,1.50222222222222,0.665680473372781,1,0.665680473372781
"195","4.29.2017",0.8125,5,10.05,17.2625,"271","","LS1","shrub","bloom","13:40",270,"9",8,0,2,0,"","LS14.29.2017",1,"1:36:57",2019-09-24 01:36:57,1.61583333333333,0.618875709128417,1,0.618875709128417
"196","4.29.2017",0.8125,5,10.05,17.2625,"278","","LS2","shrub","bloom","13:49",338,"12",3,0,3,1,"","LS24.29.2017",0,"1:38:59",2019-09-24 01:38:59,1.64972222222222,0,0,0
"197","4.29.2017",0.8125,5,10.05,17.2625,"296","","LS3","shrub","bloom","13:58",483,"10",3,0,2,1,"","LS34.29.2017",1,"1:34:51",2019-09-24 01:34:51,1.58083333333333,0.632577754348972,1,0.632577754348972
"198","4.29.2017",0.8125,5,10.05,17.2625,"184","","LS4","shrub","bloom","14:07",366,"8",8,1,2,1,"","LS44.29.2017",0,"1:36:37",2019-09-24 01:36:37,1.61027777777778,0,0,0
"199","4.29.2017",0.8125,5,10.05,17.2625,"191","","LS5","shrub","bloom","14:13",322,"9",4,0,2,0,"","LS54.29.2017",0,"1:38:52",2019-09-24 01:38:52,1.64777777777778,0,0,0
"200","4.29.2017",0.8125,5,10.05,17.2625,"199","","LS6","shrub","bloom","14:20",332,"7",1,0,3,0,"","LS64.29.2017",0,"1:25:40",2019-09-24 01:25:40,1.42777777777778,0,0,0
"201","4.30.2017",0.80875,4.7875,9.3375,17.525,"263","","LO1","open","bloom","10:48",260,"10",3,0,4,1,"","LO14.30.2017",3,"1:29:17",2019-09-24 01:29:17,1.48805555555556,2.01605376143364,4,2.68807168191152
"202","4.30.2017",0.80875,4.7875,9.3375,17.525,"274","","LO2","open","bloom","10:57",406,"14",4,1,2,0,"","LO24.30.2017",1,"1:34:41",2019-09-24 01:34:41,1.57805555555556,0.633691251540222,1,0.633691251540222
"203","4.30.2017",0.80875,4.7875,9.3375,17.525,"285","","LO3","open","bloom","11:02",152,"6",0,1,3,3,"","LO34.30.2017",1,"1:26:01",2019-09-24 01:26:01,1.43361111111111,0.697539236582058,1,0.697539236582058
"204","4.30.2017",0.80875,4.7875,9.3375,17.525,"290","","LO4","open","bloom","11:10",118,"8",1,0,2,0,"","LO44.30.2017",3,"1:40:11",2019-09-24 01:40:11,1.66972222222222,1.79670603892863,7,4.19231409083347
"205","4.30.2017",0.80875,4.7875,9.3375,17.525,"187","","LO5","open","bloom","11:17",264,"16",1,0,1,0,"","LO54.30.2017",8,"1:39:19",2019-09-24 01:39:19,1.65527777777778,4.8330256754489,19,11.4784359791911
"206","4.30.2017",0.80875,4.7875,9.3375,17.525,"183","","LO6","open","bloom","11:26",709,"8",7,0,2,0,"","LO64.30.2017",2,"1:29:41",2019-09-24 01:29:41,1.49472222222222,1.33804125627207,2,1.33804125627207
"207","4.30.2017",0.80875,4.7875,9.3375,17.525,"263","","LS1","shrub","bloom","10:48",260,"10",3,0,2,2,"","LS14.30.2017",1,"1:35:30",2019-09-24 01:35:30,1.59166666666667,0.628272251308901,1,0.628272251308901
"208","4.30.2017",0.80875,4.7875,9.3375,17.525,"274","","LS2","shrub","bloom","10:57",406,"14",7,1,3,0,"","LS24.30.2017",2,"1:37:28",2019-09-24 01:37:28,1.62444444444444,1.2311901504788,2,1.2311901504788
"209","4.30.2017",0.80875,4.7875,9.3375,17.525,"285","","LS3","shrub","bloom","11:02",152,"6",3,1,2,1,"","LS34.30.2017",2,"1:33:39",2019-09-24 01:33:39,1.56083333333333,1.28136679124399,2,1.28136679124399
"210","4.30.2017",0.80875,4.7875,9.3375,17.525,"290","","LS4","shrub","bloom","11:10",118,"8",5,0,2,0,"","LS44.30.2017",2,"1:35:06",2019-09-24 01:35:06,1.585,1.26182965299685,2,1.26182965299685
"211","4.30.2017",0.80875,4.7875,9.3375,17.525,"187","","LS5","shrub","bloom","11:17",264,"16",2,1,2,0,"","LS54.30.2017",1,"1:37:23",2019-09-24 01:37:23,1.62305555555556,0.616121855211364,1,0.616121855211364
"212","4.30.2017",0.80875,4.7875,9.3375,17.525,"183","","LS6","shrub","bloom","11:26",709,"8",2,0,2,0,"","LS64.30.2017",1,"1:41:50",2019-09-24 01:41:50,1.69722222222222,0.589198036006547,1,0.589198036006547
"213","5.1.2017",0.8025,5.1375,10.5125,17.4375,"261","","LO1","open","bloom","11:30",143,"8",10,0,2,0,"","LO15.1.2017",0,"1:14:35",2019-09-24 01:14:35,1.24305555555556,0,0,0
"214","5.1.2017",0.8025,5.1375,10.5125,17.4375,"273","","LO2","open","bloom","11:36",371,"7",5,0,2,0,"","LO25.1.2017",0,"0:45:00",2019-09-24 00:45:00,0.75,0,0,0
"215","5.1.2017",0.8025,5.1375,10.5125,17.4375,"280","","LO3","open","bloom","11:42",535,"10",3,1,3,0,"","LO35.1.2017",3,"1:28:49",2019-09-24 01:28:49,1.48027777777778,2.02664665040345,3,2.02664665040345
"216","5.1.2017",0.8025,5.1375,10.5125,17.4375,"283","","LO4","open","bloom","11:53",1080,"10",3,0,2,0,"","LO45.1.2017",0,"1:23:01",2019-09-24 01:23:01,1.38361111111111,0,0,0
"217","5.1.2017",0.8025,5.1375,10.5125,17.4375,"291","","LO5","open","bloom","12:06",728,"10",3,0,2,0,"","LO55.1.2017",0,"1:39:11",2019-09-24 01:39:11,1.65305555555556,0,0,0
"218","5.1.2017",0.8025,5.1375,10.5125,17.4375,"198","","LO6","open","bloom","",430,"9",2,0,2,0,"","LO65.1.2017",0,"1:19:26",2019-09-24 01:19:26,1.32388888888889,0,0,0
"219","5.1.2017",0.8025,5.1375,10.5125,17.4375,"261","","LS1","shrub","bloom","11:30",143,"8",6,0,1,0,"","LS15.1.2017",0,"1:17:53",2019-09-24 01:17:53,1.29805555555556,0,0,0
"220","5.1.2017",0.8025,5.1375,10.5125,17.4375,"273","","LS2","shrub","bloom","11:36",371,"7",4,0,3,0,"","LS25.1.2017",2,"1:30:38",2019-09-24 01:30:38,1.51055555555556,1.32401618242001,2,1.32401618242001
"221","5.1.2017",0.8025,5.1375,10.5125,17.4375,"280","","LS3","shrub","bloom","11:42",535,"10",6,0,2,0,"","LS35.1.2017",1,"1:13:09",2019-09-24 01:13:09,1.21916666666667,0.820232399179768,1,0.820232399179768
"222","5.1.2017",0.8025,5.1375,10.5125,17.4375,"283","","LS4","shrub","bloom","11:53",1080,"10",3,0,2,0,"","LS45.1.2017",0,"1:36:02",2019-09-24 01:36:02,1.60055555555556,0,0,0
"223","5.1.2017",0.8025,5.1375,10.5125,17.4375,"291","","LS5","shrub","bloom","12:06",728,"10",11,2,2,0,"","LS55.1.2017",2,"1:27:50",2019-09-24 01:27:50,1.46388888888889,1.36622390891841,3,2.04933586337761
"224","5.1.2017",0.8025,5.1375,10.5125,17.4375,"198","","LS6","shrub","bloom","",430,"9",2,0,3,2,"","LS65.1.2017",0,"1:35:17",2019-09-24 01:35:17,1.58805555555556,0,0,0
"225","5.2.2017",0.797142857142857,6.2,11.8,16.2,"281","","LO1","open","bloom","11:31",307,"17",4,0,3,0,"","LO15.2.2017",6,"1:38:08",2019-09-24 01:38:08,1.63555555555556,3.66847826086956,13,7.94836956521739
"226","5.2.2017",0.797142857142857,6.2,11.8,16.2,"185","","LO2","open","bloom","11:37",179,"11",4,0,2,0,"","LO25.2.2017",0,"0:45:00",2019-09-24 00:45:00,0.75,0,0,0
"227","5.2.2017",0.797142857142857,6.2,11.8,16.2,"193","","LO3","open","bloom","11:42",218,"13",7,2,2,0,"","LO35.2.2017",2,"1:28:18",2019-09-24 01:28:18,1.47166666666667,1.35900339750849,2,1.35900339750849
"228","5.2.2017",0.797142857142857,6.2,11.8,16.2,"300","","LO5","open","bloom","11:59",238,"15",1,8,2,0,"","LO55.2.2017",1,"1:37:09",2019-09-24 01:37:09,1.61916666666667,0.617601646937725,1,0.617601646937725
"229","5.2.2017",0.797142857142857,6.2,11.8,16.2,"302","","LO6","open","bloom","12:10",735,"11",2,0,3,0,"","LO65.2.2017",0,"1:24:12",2019-09-24 01:24:12,1.40333333333333,0,0,0
"230","5.2.2017",0.797142857142857,6.2,11.8,16.2,"281","","LS1","shrub","bloom","11:31",307,"17",4,0,1,0,"","LS15.2.2017",2,"1:32:17",2019-09-24 01:32:17,1.53805555555556,1.300343146108,2,1.300343146108
"231","5.2.2017",0.797142857142857,6.2,11.8,16.2,"185","","LS2","shrub","bloom","11:37",179,"11",6,0,2,0,"","LS25.2.2017",2,"1:35:36",2019-09-24 01:35:36,1.59333333333333,1.25523012552301,3,1.88284518828452
"232","5.2.2017",0.797142857142857,6.2,11.8,16.2,"193","","LS3","shrub","bloom","11:42",218,"13",9,1,3,1,"","LS35.2.2017",0,"1:30:14",2019-09-24 01:30:14,1.50388888888889,0,0,0
"233","5.2.2017",0.797142857142857,6.2,11.8,16.2,"198","","LS4","shrub","bloom","11:52",369,"10",2,0,3,1,"","LS45.2.2017",3,"1:15:05",2019-09-24 01:15:05,1.25138888888889,2.39733629300777,3,2.39733629300777
"234","5.2.2017",0.797142857142857,6.2,11.8,16.2,"300","","LS5","shrub","bloom","11:59",238,"15",1,0,3,0,"","LS55.2.2017",0,"1:34:33",2019-09-24 01:34:33,1.57583333333333,0,0,0
"235","5.2.2017",0.797142857142857,6.2,11.8,16.2,"302","","LS6","shrub","bloom","12:10",735,"11",15,0,2,0,"","LS65.2.2017",3,"1:41:37",2019-09-24 01:41:37,1.69361111111111,1.77136296539282,3,1.77136296539282
