"","PlantID","date","time.start","duration..min.","s.species","pre.post","visitor.rtu","v.species","behaviour","part.used","visitor.description","voucher."
"363","278","4.30.2017","12:46",15,"larrea","post","assasin.bug","assassin bug","landing","branch","",""
"364","278","4.30.2017","12:46",15,"larrea","post","assasin.bug","assassin bug","landing","branch","",""
"365","278","4.30.2017","12:46",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"366","271","4.30.2017","13:02",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"367","271","4.30.2017","13:02",15,"larrea","post","solitary.bee","solitary.bee","landing","flower","black and bright yellow abdomen, medium",""
"368","271","4.30.2017","13:02",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"369","271","4.30.2017","13:02",15,"larrea","post","fly","fly","landing","flower","drosphila",""
"370","271","4.30.2017","13:02",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"371","183","5.1.2017","12:19",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"372","183","5.1.2017","12:19",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"373","183","5.1.2017","12:19",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"374","183","5.1.2017","12:19",15,"larrea","post","solitary.bee","solitary.bee","fly near","","medium, unfamiliar",""
"375","183","5.1.2017","12:19",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"376","183","5.1.2017","12:19",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"377","183","5.1.2017","12:19",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"378","183","5.1.2017","12:19",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"379","183","5.1.2017","12:19",15,"larrea","post","lepidoptera","Swallowtail","fly near","understory","swallowtail",""
"380","183","5.1.2017","12:19",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","landing","flower","",""
"381","183","5.1.2017","12:19",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"382","187","5.1.2017","12:36",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"383","187","5.1.2017","12:36",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"384","187","5.1.2017","12:36",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"385","187","5.1.2017","12:36",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"386","187","5.1.2017","12:36",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"387","187","5.1.2017","12:36",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"388","187","5.1.2017","12:36",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"389","187","5.1.2017","12:36",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"390","187","5.1.2017","12:36",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"391","290","5.1.2017","12:52",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"392","290","5.1.2017","12:52",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"393","290","5.1.2017","12:52",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"394","290","5.1.2017","12:52",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"395","290","5.1.2017","12:52",15,"larrea","post","syrphid","Syrphidaeae","fly near","","",""
"396","290","5.1.2017","12:52",15,"larrea","post","solitary.bee","solitary.bee","fly near","","medium",""
"397","290","5.1.2017","12:52",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"398","285","5.1.2017","13:11",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"399","285","5.1.2017","13:11",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"400","285","5.1.2017","13:11",15,"larrea","post","formicidae","ant","crawling","old flower","",""
"401","285","5.1.2017","13:11",15,"larrea","post","ladybeetle","lady beetle","crawling","branch","",""
"402","285","5.1.2017","13:11",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"403","285","5.1.2017","13:11",15,"larrea","post","lepidoptera","butterfly","fly near","understorey","",""
"404","285","5.1.2017","13:11",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"405","274","5.1.2017","13:29",15,"larrea","post","ladybeetle","lady beetle","crawling","branch","",""
"406","274","5.1.2017","13:29",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"407","274","5.1.2017","13:29",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"408","274","5.1.2017","13:29",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"409","274","5.1.2017","13:29",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"410","274","5.1.2017","13:29",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"411","274","5.1.2017","13:29",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"412","274","5.1.2017","13:29",15,"larrea","post","ladybeetle","lady beetle","crawling","branch","",""
"413","274","5.1.2017","13:29",15,"larrea","post","solitary.bee","solitary.bee","landing","flower","medium, yellow and black abdomen, pointy",""
"414","274","5.1.2017","13:29",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"415","274","5.1.2017","13:29",15,"larrea","post","fly","fly","landing","bud","small",""
"416","274","5.1.2017","13:29",15,"larrea","post","ladybeetle","lady beetle","landing","flower","",""
"417","274","5.1.2017","13:29",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"418","274","5.1.2017","13:29",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"419","274","5.1.2017","13:29",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"420","274","5.1.2017","13:29",15,"larrea","post","solitary.bee","solitary.bee","fly near","","medium, yellow and black abdomen, pointy",""
"421","274","5.1.2017","13:29",15,"larrea","post","wasp","parasitoid wasp","landing","bud","tiny black",""
"422","263","5.1.2017","13:46",15,"larrea","post","ladybeetle","lady beetle","crawling","branch","",""
"423","263","5.1.2017","13:46",15,"larrea","post","asilid","asilidae","landing","flower","",""
"424","263","5.1.2017","13:46",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"425","263","5.1.2017","13:46",15,"larrea","post","gb.solitary.bee","","landing","flower","",""
"426","263","5.1.2017","13:46",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"427","261","5.2.2017","12:12",15,"larrea","post","fly","fly","landing","bud","tiny",""
"428","261","5.2.2017","12:12",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"429","261","5.2.2017","12:12",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"430","273","5.2.2017","12:30",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"431","273","5.2.2017","12:30",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"432","273","5.2.2017","12:30",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"433","273","5.2.2017","12:30",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"434","273","5.2.2017","12:30",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"435","273","5.2.2017","12:30",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","landing","flower","",""
"436","273","5.2.2017","12:30",15,"larrea","post","solitary.bee","solitary.bee","fly near","","medium",""
"437","273","5.2.2017","12:30",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"438","273","5.2.2017","12:30",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"439","273","5.2.2017","12:30",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"440","273","5.2.2017","12:30",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"441","273","5.2.2017","12:30",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"442","280","5.2.2017","12:46",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"443","280","5.2.2017","12:46",15,"larrea","post","centris","centris rhodopus","landing","flower","black eyes",""
"444","280","5.2.2017","12:46",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"445","280","5.2.2017","12:46",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"446","280","5.2.2017","12:46",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"447","280","5.2.2017","12:46",15,"larrea","post","muscoid","Muscoidea","landing","branch","",""
"448","280","5.2.2017","12:46",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","landing","flower","",""
"449","280","5.2.2017","12:46",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"450","280","5.2.2017","12:46",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"451","280","5.2.2017","12:46",15,"larrea","post","hemiptera","Hesperapis larrae","landing","branch","brown",""
"452","280","5.2.2017","12:46",15,"larrea","post","green.lacewing","green lacewing","landing","bud","","V"
"453","280","5.2.2017","12:46",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"454","280","5.2.2017","12:46",15,"larrea","post","formicidae","ant","landing","flower","",""
"455","283","5.2.2017","13:04",15,"larrea","post","centris","centris rhodopus","landing","flower","red eye",""
"456","283","5.2.2017","13:04",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"457","283","5.2.2017","13:04",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"458","283","5.2.2017","13:04",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"459","283","5.2.2017","13:04",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"460","283","5.2.2017","13:04",15,"larrea","post","lepidoptera","Moth","landing","flower","moth",""
"461","283","5.2.2017","13:04",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"462","283","5.2.2017","13:04",15,"larrea","post","gb.solitary.bee","","fly near","","",""
"463","283","5.2.2017","13:04",15,"larrea","post","gb.solitary.bee","","landing","flower","","V"
"464","283","5.2.2017","13:04",15,"larrea","post","gb.solitary.bee","","landing","flower","",""
"465","283","5.2.2017","13:04",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"466","291","5.2.2017","13:23",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"467","291","5.2.2017","13:23",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"468","291","5.2.2017","13:23",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"469","291","5.2.2017","13:23",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"470","291","5.2.2017","13:23",15,"larrea","post","solitary.bee","solitary.bee","landing","flower","grey/black, yellow and black striped abdomen, medium",""
"471","291","5.2.2017","13:23",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"472","291","5.2.2017","13:23",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"473","291","5.2.2017","13:23",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"474","291","5.2.2017","13:23",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"475","291","5.2.2017","13:23",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"476","199","5.2.2017","13:41",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"477","199","5.2.2017","13:41",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"478","199","5.2.2017","13:41",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"479","199","5.2.2017","13:41",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"480","199","5.2.2017","13:41",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"481","199","5.2.2017","13:41",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","landing","flower","",""
"482","199","5.2.2017","13:41",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","landing","flower","",""
"483","199","5.2.2017","13:41",15,"larrea","post","centris","centris rhodopus","landing","flower","black eyes",""
"484","199","5.2.2017","13:41",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"485","199","5.2.2017","13:41",15,"larrea","post","centris","centris rhodopus","landing","flower","red eyes",""
"486","199","5.2.2017","13:41",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"487","281","5.3.2017","10:57",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"488","281","5.3.2017","10:57",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"489","281","5.3.2017","10:57",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"490","185","5.3.2017","11:16",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"491","185","5.3.2017","11:16",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"492","185","5.3.2017","11:16",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"493","185","5.3.2017","11:16",15,"larrea","post","centris","centris rhodopus","landing","flower","","V"
"494","185","5.3.2017","11:16",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"495","185","5.3.2017","11:16",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"496","185","5.3.2017","11:16",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"497","185","5.3.2017","11:16",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"498","185","5.3.2017","11:16",15,"larrea","post","solitary.bee","solitary.bee","landing","flower","hairy yellow striped abdomen, medium",""
"499","185","5.3.2017","11:16",15,"larrea","post","gb.solitary.bee","Eucera","landing","flower","",""
"500","185","5.3.2017","11:16",15,"larrea","post","solitary.bee","solitary.bee","landing","flower","small/medium, yellow fuzzy thorax, whitish black striped long abdomen, halictus?",""
"501","185","5.3.2017","11:16",15,"larrea","post","solitary.bee","solitary.bee","landing","flower","small/medium, yellow fuzzy thorax, whitish black striped long abdomen, halictus?",""
"502","193","5.3.2017","11:34",15,"larrea","post","hemiptera","hemiptera","landing","branch","brown",""
"503","193","5.3.2017","11:34",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"504","193","5.3.2017","11:34",15,"larrea","post","fly","diptera","landing","branch","tiny",""
"505","193","5.3.2017","11:34",15,"larrea","post","bombylid","bombylidae","landing","understory","on ground",""
"506","198","5.3.2017","11:51",15,"larrea","post","solitary.bee","solitary bee","fly near","flower","small, hovering over flowers",""
"507","198","5.3.2017","11:51",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"508","198","5.3.2017","11:51",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"509","198","5.3.2017","11:51",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"510","198","5.3.2017","11:51",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"511","198","5.3.2017","11:51",15,"larrea","post","wasp","ammophila","fly near","buds","thread waisted, black and red",""
"512","198","5.3.2017","11:51",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"513","198","5.3.2017","11:51",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"514","198","5.3.2017","11:51",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"515","198","5.3.2017","11:51",15,"larrea","post","solitary.bee","solitary bee","landing","flower","small, dark",""
"516","300","5.3.2017","12:08",15,"larrea","post","muscoid","Muscoidea","landing","branch","",""
"517","300","5.3.2017","12:08",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","landing","flower","",""
"518","300","5.3.2017","12:08",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"519","300","5.3.2017","12:08",15,"larrea","post","solitary.bee","solitary bee","fly near","","yellow and black bee, small",""
"520","300","5.3.2017","12:08",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"521","300","5.3.2017","12:08",15,"larrea","post","green.wasp?","chrysididae","landing","branch","chrysops?",""
"522","300","5.3.2017","12:08",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","landing","flower","",""
"523","300","5.3.2017","12:08",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","landing","flower","",""
"524","300","5.3.2017","12:08",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"525","300","5.3.2017","12:08",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"526","300","5.3.2017","12:08",15,"larrea","post","ladybeetle","lady beetle","landing","branch","",""
"527","302","5.3.2017","12:33",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"528","302","5.3.2017","12:33",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"529","302","5.3.2017","12:33",15,"larrea","post","wasp","ammophila","fly near","buds","thread-waisted, red and black",""
"530","302","5.3.2017","12:33",15,"larrea","post","asilid","asilidae","landing","branch",">2cm",""
"531","302","5.3.2017","12:33",15,"larrea","post","centris","centris rhodopus","landing","flower","",""
"532","302","5.3.2017","12:33",15,"larrea","post","wasp","parasitoid wasp","landing","branch","small, black",""
"533","302","5.3.2017","12:33",15,"larrea","post","apis.mellifera","Apis mellifera","landing","flower","",""
"534","302","5.3.2017","12:33",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"535","302","5.3.2017","12:33",15,"larrea","post","fuzzygrey.solitary.bee","Hesperapis larrae","fly near","","",""
"536","302","5.3.2017","12:33",15,"larrea","post","hemiptera","Hemiptera","landing","branch","brown",""
"537","302","5.3.2017","12:33",15,"larrea","post","wasp","parasitoid wasp","landing","bud","tiny black, parastoid",""
"538","302","5.3.2017","12:33",15,"larrea","post","solitary.bee","Halicitidae?","landing","flower","halicitid? yellow and black abdomen sparse yellow fuzz on thorax and abdomen",""
"539","302","5.3.2017","12:33",15,"larrea","post","lepidoptera","Swallowtail","fly near","","swallowtail",""
