,plant.id,date,time.start,duration..min.,s.species,pre.post,visitor.rtu,behaviour,touch plant,part.used,visitor.description,voucher.
272,270,4.27.2017,13:29,15,larrea,post,apis.mellifera,landing,Y,flower,,
273,288,4.27.2017,13:50,15,larrea,post,syrphid,fly near,N,flower,,
274,288,4.27.2017,13:50,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
275,288,4.27.2017,13:50,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
276,288,4.27.2017,13:50,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
277,288,4.27.2017,13:50,15,larrea,post,muscoid,landing,Y,flower,shiny blue,
278,288,4.27.2017,13:50,15,larrea,post,hemiptera,landing,Y,branch,"on buds, picture, brown",
279,286,4.27.2017,14:07,15,larrea,post,formicidae,crawling,Y,flower,,
280,190,4.27.2017,14:26,15,larrea,post,large bee,landing,Y,flower,"caught, new",V
281,190,4.27.2017,14:26,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
282,190,4.27.2017,14:26,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
283,190,4.27.2017,14:26,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
284,190,4.27.2017,14:26,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
285,190,4.27.2017,14:26,15,larrea,post,solitary.bee,fly near,N,flower,"dark, fast",
286,181,4.29.2017,14:30,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
287,181,4.29.2017,14:30,15,larrea,post,hummingbird,perching,Y,branch,purple throat,
288,181,4.29.2017,14:30,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
289,181,4.29.2017,14:30,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,flower,,V
290,181,4.29.2017,14:30,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
291,181,4.29.2017,14:30,15,larrea,post,centris,landing,Y,flower,,
292,186,4.29.2017,14:50,15,larrea,post,pentamoidae,landing,Y,flower,green,
293,186,4.29.2017,14:50,15,larrea,post,lepidoptera,fly near,N,understory,swallowtail,
294,186,4.29.2017,14:50,15,larrea,post,syrphid,fly near,N,buds,,
295,272,4.29.2017,15:08,15,larrea,post,fly,landing,Y,branch,tiny,
296,272,4.29.2017,15:08,15,larrea,post,apis.mellifera,landing,Y,flower,,
297,272,4.29.2017,15:08,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
298,272,4.29.2017,15:08,15,larrea,post,syrphid,fly near,N,branch,,
299,272,4.29.2017,15:08,15,larrea,post,muscoid,landing,Y,flower,,
300,268,4.29.2017,15:26,15,larrea,post,solitary.bee,landing,Y,flower,yellow and black striped medium,
301,268,4.29.2017,15:26,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,flower,,
302,268,4.29.2017,15:26,15,larrea,post,apis.mellifera,landing,Y,flower,,
303,268,4.29.2017,15:26,15,larrea,post,apis.mellifera,landing,Y,flower,,
304,268,4.29.2017,15:26,15,larrea,post,apis.mellifera,landing,N,understory,,
305,268,4.29.2017,15:26,15,larrea,post,asilid,landing,Y,branch,,
306,268,4.29.2017,15:26,15,larrea,post,solitary.bee,landing,Y,flower,"yellow and black striped, medium, pointy",
307,268,4.29.2017,15:26,15,larrea,post,apis.mellifera,landing,Y,flower,,
308,268,4.29.2017,15:26,15,larrea,post,solitary.bee,landing,Y,flower,medium,
309,265,4.29.2017,15:42,15,larrea,post,fly,landing,Y,flower,tiny,
310,265,4.29.2017,15:42,15,larrea,post,flying?,landing,Y,flower,,
311,265,4.29.2017,15:42,15,larrea,post,syrphid,fly near,N,branch,,
312,265,4.29.2017,15:42,15,larrea,post,fly,landing,Y,flower,tiny white,
313,104,4.29.2017,15:59,15,larrea,post,asilid,landing,Y,branch,,
314,104,4.29.2017,15:59,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,shrub,,
315,104,4.29.2017,15:59,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,shrub,,
316,104,4.29.2017,15:59,15,larrea,post,fly,landing,Y,flower,tiny white,
317,104,4.29.2017,15:59,15,larrea,post,fly,fly near,N,shrub,tiny black,
318,104,4.29.2017,15:59,15,larrea,post,syrphid,fly near,N,branch,,
319,199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,branch,,
320,199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,branch,,
321,199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,branch,,
322,199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,branch,,
323,199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,branch,,
324,199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,branch,,
325,199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,branch,,
326,199,4.30.2017,11:32,15,larrea,post,apis.mellifera,landing,Y,flower,,
327,199,4.30.2017,11:32,15,larrea,post,apis.mellifera,landing,Y,flower,,
328,199,4.30.2017,11:32,15,larrea,post,centris,landing,Y,flower,,
329,199,4.30.2017,11:32,15,larrea,post,apis.mellifera,landing,Y,flower,,
330,199,4.30.2017,11:32,15,larrea,post,apis.mellifera,landing,Y,flower,,
331,199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,branch,,
332,199,4.30.2017,11:32,15,larrea,post,apis.mellifera,landing,Y,flower,,
333,199,4.30.2017,11:32,15,larrea,post,ladybeetle,landing,Y,branch,,
334,199,4.30.2017,11:32,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,branch,,
335,199,4.30.2017,11:32,15,larrea,post,apis.mellifera,landing,Y,flower,,
336,199,4.30.2017,11:32,15,larrea,post,centris,landing,Y,flower,,
337,199,4.30.2017,11:32,15,larrea,post,solitary.bee,fly near,N,flower,"honeybee sized, white fuzz",
338,199,4.30.2017,11:32,15,larrea,post,solitary.bee,landing,Y,flower,medium,
339,191,4.30.2017,11:51,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
340,191,4.30.2017,11:51,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
341,191,4.30.2017,11:51,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
342,191,4.30.2017,11:51,15,larrea,post,solitary.bee,fly near,N,flower,"medium, white face",
343,191,4.30.2017,11:51,15,larrea,post,ladybeetle,landing,Y,flower,,
344,184,4.30.2017,12:09,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
345,184,4.30.2017,12:09,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
346,184,4.30.2017,12:09,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,flower,,
347,184,4.30.2017,12:09,15,larrea,post,apis.mellifera,landing,Y,flower,,
348,184,4.30.2017,12:09,15,larrea,post,fly,landing,Y,flower,tiny,
349,296,4.30.2017,12:28,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
350,296,4.30.2017,12:28,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
351,296,4.30.2017,12:28,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
352,296,4.30.2017,12:28,15,larrea,post,apis.mellifera,landing,Y,flower,,
353,296,4.30.2017,12:28,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,flower,,
354,296,4.30.2017,12:28,15,larrea,post,apis.mellifera,landing,Y,flower,,
355,296,4.30.2017,12:28,15,larrea,post,apis.mellifera,landing,Y,flower,,
356,296,4.30.2017,12:28,15,larrea,post,solitary.bee,landing,Y,flower,"yellow and black striped abdomen, medium",
357,278,4.30.2017,12:46,15,larrea,post,muscoid,landing,Y,branch,,
358,278,4.30.2017,12:46,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
359,278,4.30.2017,12:46,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
360,278,4.30.2017,12:46,15,larrea,post,wasp,landing,N,understory,"black, on ground",
361,278,4.30.2017,12:46,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,buds,,
362,278,4.30.2017,12:46,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,buds,,
363,278,4.30.2017,12:46,15,larrea,post,assasin.bug,landing,Y,branch,,
364,278,4.30.2017,12:46,15,larrea,post,assasin.bug,landing,Y,branch,,
365,278,4.30.2017,12:46,15,larrea,post,apis.mellifera,landing,Y,flower,,
366,271,4.30.2017,13:02,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
367,271,4.30.2017,13:02,15,larrea,post,solitary.bee,landing,Y,flower,"black and bright yellow abdomen, medium",
368,271,4.30.2017,13:02,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
369,271,4.30.2017,13:02,15,larrea,post,fly,landing,Y,flower,drosphila,
370,271,4.30.2017,13:02,15,larrea,post,apis.mellifera,landing,Y,flower,,
371,183,5.1.2017,12:19,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
372,183,5.1.2017,12:19,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
373,183,5.1.2017,12:19,15,larrea,post,apis.mellifera,landing,Y,flower,,
374,183,5.1.2017,12:19,15,larrea,post,solitary.bee,fly near,N,,"medium, unfamiliar",
375,183,5.1.2017,12:19,15,larrea,post,apis.mellifera,landing,Y,flower,,
376,183,5.1.2017,12:19,15,larrea,post,apis.mellifera,landing,Y,flower,,
377,183,5.1.2017,12:19,15,larrea,post,apis.mellifera,landing,Y,flower,,
378,183,5.1.2017,12:19,15,larrea,post,centris,landing,Y,flower,,
379,183,5.1.2017,12:19,15,larrea,post,lepidoptera,fly near,N,understory,swallowtail,
380,183,5.1.2017,12:19,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,flower,,
381,183,5.1.2017,12:19,15,larrea,post,ladybeetle,landing,Y,branch,,
382,187,5.1.2017,12:36,15,larrea,post,centris,landing,Y,flower,,
383,187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
384,187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
385,187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
386,187,5.1.2017,12:36,15,larrea,post,apis.mellifera,landing,Y,flower,,
387,187,5.1.2017,12:36,15,larrea,post,centris,landing,Y,flower,,
388,187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
389,187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
390,187,5.1.2017,12:36,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
391,290,5.1.2017,12:52,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
392,290,5.1.2017,12:52,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
393,290,5.1.2017,12:52,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
394,290,5.1.2017,12:52,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
395,290,5.1.2017,12:52,15,larrea,post,syrphid,fly near,N,,,
396,290,5.1.2017,12:52,15,larrea,post,solitary.bee,fly near,N,,medium,
397,290,5.1.2017,12:52,15,larrea,post,centris,landing,Y,flower,,
398,285,5.1.2017,13:11,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
399,285,5.1.2017,13:11,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
400,285,5.1.2017,13:11,15,larrea,post,formicidae,crawling,Y,old flower,,
401,285,5.1.2017,13:11,15,larrea,post,ladybeetle,crawling,Y,branch,,
402,285,5.1.2017,13:11,15,larrea,post,centris,landing,Y,flower,,
403,285,5.1.2017,13:11,15,larrea,post,lepidoptera,fly near,N,understorey,,
404,285,5.1.2017,13:11,15,larrea,post,centris,landing,Y,flower,,
405,274,5.1.2017,13:29,15,larrea,post,ladybeetle,crawling,Y,branch,,
406,274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
407,274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
408,274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
409,274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
410,274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
411,274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
412,274,5.1.2017,13:29,15,larrea,post,ladybeetle,crawling,Y,branch,,
413,274,5.1.2017,13:29,15,larrea,post,solitary.bee,landing,Y,flower,"medium, yellow and black abdomen, pointy",
414,274,5.1.2017,13:29,15,larrea,post,centris,landing,Y,flower,,
415,274,5.1.2017,13:29,15,larrea,post,fly,landing,Y,bud,small,
416,274,5.1.2017,13:29,15,larrea,post,ladybeetle,landing,Y,flower,,
417,274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
418,274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
419,274,5.1.2017,13:29,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
420,274,5.1.2017,13:29,15,larrea,post,solitary.bee,fly near,N,,"medium, yellow and black abdomen, pointy",
421,274,5.1.2017,13:29,15,larrea,post,wasp,landing,Y,bud,tiny black,
422,263,5.1.2017,13:46,15,larrea,post,ladybeetle,crawling,Y,branch,,
423,263,5.1.2017,13:46,15,larrea,post,asilid,landing,Y,flower,,
424,263,5.1.2017,13:46,15,larrea,post,apis.mellifera,landing,Y,flower,,
425,263,5.1.2017,13:46,15,larrea,post,gb.solitary.bee,landing,Y,flower,,
426,263,5.1.2017,13:46,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
427,261,5.2.2017,12:12,15,larrea,post,fly,landing,Y,bud,tiny,
428,261,5.2.2017,12:12,15,larrea,post,centris,landing,Y,flower,,
429,261,5.2.2017,12:12,15,larrea,post,ladybeetle,landing,Y,branch,,
430,273,5.2.2017,12:30,15,larrea,post,apis.mellifera,landing,Y,flower,,
431,273,5.2.2017,12:30,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
432,273,5.2.2017,12:30,15,larrea,post,apis.mellifera,landing,Y,flower,,
433,273,5.2.2017,12:30,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
434,273,5.2.2017,12:30,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
435,273,5.2.2017,12:30,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,flower,,
436,273,5.2.2017,12:30,15,larrea,post,solitary.bee,fly near,N,,medium,
437,273,5.2.2017,12:30,15,larrea,post,ladybeetle,landing,Y,branch,,
438,273,5.2.2017,12:30,15,larrea,post,apis.mellifera,landing,Y,flower,,
439,273,5.2.2017,12:30,15,larrea,post,apis.mellifera,landing,Y,flower,,
440,273,5.2.2017,12:30,15,larrea,post,apis.mellifera,landing,Y,flower,,
441,273,5.2.2017,12:30,15,larrea,post,apis.mellifera,landing,Y,flower,,
442,280,5.2.2017,12:46,15,larrea,post,ladybeetle,landing,Y,branch,,
443,280,5.2.2017,12:46,15,larrea,post,centris,landing,Y,flower,black eyes,
444,280,5.2.2017,12:46,15,larrea,post,ladybeetle,landing,Y,branch,,
445,280,5.2.2017,12:46,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
446,280,5.2.2017,12:46,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
447,280,5.2.2017,12:46,15,larrea,post,muscoid,landing,Y,branch,,
448,280,5.2.2017,12:46,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,flower,,
449,280,5.2.2017,12:46,15,larrea,post,ladybeetle,landing,Y,branch,,
450,280,5.2.2017,12:46,15,larrea,post,ladybeetle,landing,Y,branch,,
451,280,5.2.2017,12:46,15,larrea,post,hemiptera,landing,Y,branch,brown,
452,280,5.2.2017,12:46,15,larrea,post,green.lacewing,landing,Y,bud,,V
453,280,5.2.2017,12:46,15,larrea,post,ladybeetle,landing,Y,branch,,
454,280,5.2.2017,12:46,15,larrea,post,formicidae,landing,Y,flower,,
455,283,5.2.2017,13:04,15,larrea,post,centris,landing,Y,flower,red eye,
456,283,5.2.2017,13:04,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
457,283,5.2.2017,13:04,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
458,283,5.2.2017,13:04,15,larrea,post,apis.mellifera,landing,Y,flower,,
459,283,5.2.2017,13:04,15,larrea,post,ladybeetle,landing,Y,branch,,
460,283,5.2.2017,13:04,15,larrea,post,lepidoptera,landing,Y,flower,moth,
461,283,5.2.2017,13:04,15,larrea,post,apis.mellifera,landing,Y,flower,,
462,283,5.2.2017,13:04,15,larrea,post,gb.solitary.bee,fly near,N,,,
463,283,5.2.2017,13:04,15,larrea,post,gb.solitary.bee,landing,Y,flower,,V
464,283,5.2.2017,13:04,15,larrea,post,gb.solitary.bee,landing,Y,flower,,
465,283,5.2.2017,13:04,15,larrea,post,apis.mellifera,landing,Y,flower,,
466,291,5.2.2017,13:23,15,larrea,post,apis.mellifera,landing,Y,flower,,
467,291,5.2.2017,13:23,15,larrea,post,apis.mellifera,landing,Y,flower,,
468,291,5.2.2017,13:23,15,larrea,post,apis.mellifera,landing,Y,flower,,
469,291,5.2.2017,13:23,15,larrea,post,centris,landing,Y,flower,,
470,291,5.2.2017,13:23,15,larrea,post,solitary.bee,landing,Y,flower,"grey/black, yellow and black striped abdomen, medium",
471,291,5.2.2017,13:23,15,larrea,post,apis.mellifera,landing,Y,flower,,
472,291,5.2.2017,13:23,15,larrea,post,centris,landing,Y,flower,,
473,291,5.2.2017,13:23,15,larrea,post,ladybeetle,landing,Y,branch,,
474,291,5.2.2017,13:23,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
475,291,5.2.2017,13:23,15,larrea,post,ladybeetle,landing,Y,branch,,
476,199,5.2.2017,13:41,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
477,199,5.2.2017,13:41,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
478,199,5.2.2017,13:41,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
479,199,5.2.2017,13:41,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
480,199,5.2.2017,13:41,15,larrea,post,centris,landing,Y,flower,,
481,199,5.2.2017,13:41,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,flower,,
482,199,5.2.2017,13:41,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,flower,,
483,199,5.2.2017,13:41,15,larrea,post,centris,landing,Y,flower,black eyes,
484,199,5.2.2017,13:41,15,larrea,post,apis.mellifera,landing,Y,flower,,
485,199,5.2.2017,13:41,15,larrea,post,centris,landing,Y,flower,red eyes,
486,199,5.2.2017,13:41,15,larrea,post,apis.mellifera,landing,Y,flower,,
487,281,5.3.2017,10:57,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
488,281,5.3.2017,10:57,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
489,281,5.3.2017,10:57,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
490,185,5.3.2017,11:16,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
491,185,5.3.2017,11:16,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
492,185,5.3.2017,11:16,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
493,185,5.3.2017,11:16,15,larrea,post,centris,landing,Y,flower,,V
494,185,5.3.2017,11:16,15,larrea,post,centris,landing,Y,flower,,
495,185,5.3.2017,11:16,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
496,185,5.3.2017,11:16,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
497,185,5.3.2017,11:16,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
498,185,5.3.2017,11:16,15,larrea,post,solitary.bee,landing,Y,flower,"hairy yellow striped abdomen, medium",
499,185,5.3.2017,11:16,15,larrea,post,gb.solitary.bee,landing,Y,flower,,
500,185,5.3.2017,11:16,15,larrea,post,solitary.bee,landing,Y,flower,"small/medium, yellow fuzzy thorax, whitish black striped long abdomen, halictus?",
501,185,5.3.2017,11:16,15,larrea,post,solitary.bee,landing,Y,flower,"small/medium, yellow fuzzy thorax, whitish black striped long abdomen, halictus?",
502,193,5.3.2017,11:34,15,larrea,post,hemiptera,landing,Y,branch,brown,
503,193,5.3.2017,11:34,15,larrea,post,centris,landing,Y,flower,,
504,193,5.3.2017,11:34,15,larrea,post,fly,landing,Y,branch,tiny,
505,193,5.3.2017,11:34,15,larrea,post,bombylid,landing,N,understory,on ground,
506,198,5.3.2017,11:51,15,larrea,post,solitary.bee,fly near,N,flower,"small, hovering over flowers",
507,198,5.3.2017,11:51,15,larrea,post,apis.mellifera,landing,Y,flower,,
508,198,5.3.2017,11:51,15,larrea,post,apis.mellifera,landing,Y,flower,,
509,198,5.3.2017,11:51,15,larrea,post,centris,landing,Y,flower,,
510,198,5.3.2017,11:51,15,larrea,post,apis.mellifera,landing,Y,flower,,
511,198,5.3.2017,11:51,15,larrea,post,wasp,fly near,N,buds,"thread waisted, black and red",
512,198,5.3.2017,11:51,15,larrea,post,apis.mellifera,landing,Y,flower,,
513,198,5.3.2017,11:51,15,larrea,post,apis.mellifera,landing,Y,flower,,
514,198,5.3.2017,11:51,15,larrea,post,centris,landing,Y,flower,,
515,198,5.3.2017,11:51,15,larrea,post,solitary.bee,landing,Y,flower,"small, dark",
516,300,5.3.2017,12:08,15,larrea,post,muscoid,landing,Y,branch,,
517,300,5.3.2017,12:08,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,flower,,
518,300,5.3.2017,12:08,15,larrea,post,centris,landing,Y,flower,,
519,300,5.3.2017,12:08,15,larrea,post,solitary.bee,fly near,N,,"yellow and black bee, small",
520,300,5.3.2017,12:08,15,larrea,post,centris,landing,Y,flower,,
521,300,5.3.2017,12:08,15,larrea,post,green.wasp?,landing,Y,branch,chrysops?,
522,300,5.3.2017,12:08,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,flower,,
523,300,5.3.2017,12:08,15,larrea,post,fuzzygrey.solitary.bee,landing,Y,flower,,
524,300,5.3.2017,12:08,15,larrea,post,ladybeetle,landing,Y,branch,,
525,300,5.3.2017,12:08,15,larrea,post,apis.mellifera,landing,Y,flower,,
526,300,5.3.2017,12:08,15,larrea,post,ladybeetle,landing,Y,branch,,
527,302,5.3.2017,12:33,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
528,302,5.3.2017,12:33,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
529,302,5.3.2017,12:33,15,larrea,post,wasp,fly near,N,buds,"thread-waisted, red and black",
530,302,5.3.2017,12:33,15,larrea,post,asilid,landing,Y,branch,>2cm,
531,302,5.3.2017,12:33,15,larrea,post,centris,landing,Y,flower,,
532,302,5.3.2017,12:33,15,larrea,post,wasp,landing,Y,branch,"small, black",
533,302,5.3.2017,12:33,15,larrea,post,apis.mellifera,landing,Y,flower,,
534,302,5.3.2017,12:33,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
535,302,5.3.2017,12:33,15,larrea,post,fuzzygrey.solitary.bee,fly near,N,,,
536,302,5.3.2017,12:33,15,larrea,post,hemiptera,landing,Y,branch,brown,
537,302,5.3.2017,12:33,15,larrea,post,wasp,landing,Y,bud,"tiny black, parastoid",
538,302,5.3.2017,12:33,15,larrea,post,solitary.bee,landing,Y,flower,halicitid? yellow and black abdomen sparse yellow fuzz on thorax and abdomen,
539,302,5.3.2017,12:33,15,larrea,post,lepidoptera,fly near,N,,swallowtail,
