"","uniID","highest.rtu","Quantity"
"1226","4.29.2017 286 shrub","Formicidae",1
"1227","4.29.2017 286 shrub","Melyridae",2
"1228","4.29.2017 286 shrub","Mythicomyiidae",1
"1229","4.29.2017 286 shrub","Nymph",3
"1230","4.29.2017 288 open","Formicidae",2
"1231","4.29.2017 288 open","Melyridae",1
"1232","4.29.2017 288 shrub","Asilidae",2
"1233","4.29.2017 288 shrub","Buprestidae",1
"1234","4.29.2017 288 shrub","Cicadellidae",2
"1235","4.29.2017 288 shrub","Diadasia",1
"1236","4.29.2017 288 shrub","Formicidae",2
"1237","4.29.2017 288 shrub","Ichneumonidae",1
"1238","4.29.2017 288 shrub","Lasioglossum",2
"1239","4.29.2017 288 shrub","Megachile",1
"1240","4.29.2017 288 shrub","Melyridae",2
"1241","4.29.2017 288 shrub","Miridae",1
"1242","4.29.2017 288 shrub","Miscophus",1
"1243","4.29.2017 288 shrub","Orthoptera",1
"1244","4.30.2017 104 open","Asilidae",1
"1245","4.30.2017 104 open","Cicadellidae",2
"1246","4.30.2017 104 open","Crabronidae",1
"1247","4.30.2017 104 open","Melyridae",7
"1248","4.30.2017 104 open","Mutillidae",1
"1249","4.30.2017 104 open","Nymph",4
"1250","4.30.2017 104 open","Pemphredoninae",1
"1251","4.30.2017 104 open","Thysanoptera",2
"1252","4.30.2017 104 shrub","Asilidae",1
"1253","4.30.2017 104 shrub","Cercopidae",1
"1254","4.30.2017 104 shrub","Chalcididae",1
"1255","4.30.2017 104 shrub","Eulophidae",1
"1256","4.30.2017 104 shrub","Melyridae",3
"1257","4.30.2017 104 shrub","Nymph",1
"1258","4.30.2017 104 shrub","Pteromalidae",1
"1259","4.30.2017 181 open","Araneae",1
"1260","4.30.2017 181 open","Cicadellidae",2
"1261","4.30.2017 181 open","Coccinellidae",1
"1262","4.30.2017 181 open","Geocoridae",2
"1263","4.30.2017 181 open","Megandrena.encelia",1
"1264","4.30.2017 181 open","Melyridae",4
"1265","4.30.2017 181 open","Nymph",1
"1266","4.30.2017 181 shrub","Cecidomyiidae",1
"1267","4.30.2017 181 shrub","Cicadellidae",3
"1268","4.30.2017 181 shrub","Formicidae",11
"1269","4.30.2017 181 shrub","Harpactorinae",1
"1270","4.30.2017 181 shrub","Melyridae",2
"1271","4.30.2017 181 shrub","Pteromalidae",1
"1272","4.30.2017 186 open","Cicadellidae",5
"1273","4.30.2017 186 open","Melyridae",9
"1274","4.30.2017 186 open","Mythicomyiidae",1
"1275","4.30.2017 186 open","Pronotacanthaannulata",2
"1276","4.30.2017 186 open","Rhopalidae",1
"1277","4.30.2017 186 open","Thysanoptera",2
"1278","4.30.2017 186 open","Trichogrammatidae",1
"1279","4.30.2017 186 shrub","Buprestidae",1
"1280","4.30.2017 186 shrub","Crabronidae",1
"1281","4.30.2017 186 shrub","Melyridae",19
"1282","4.30.2017 186 shrub","Miridae",1
"1283","4.30.2017 186 shrub","Pentamoidae",1
"1284","4.30.2017 186 shrub","Signiphoridae",1
"1285","4.30.2017 186 shrub","Thysanoptera",2
"1286","4.30.2017 265 open","Berytidae",1
"1287","4.30.2017 265 open","Buprestidae",1
"1288","4.30.2017 265 open","Cicadellidae",1
"1289","4.30.2017 265 open","Lasioglossum",1
"1290","4.30.2017 265 open","Melyridae",5
"1291","4.30.2017 265 open","Miridae",2
"1292","4.30.2017 265 open","Nymph",3
"1293","4.30.2017 265 open","Pompilidae",1
"1294","4.30.2017 265 shrub","Bombyliidae",1
"1295","4.30.2017 265 shrub","Cicadellidae",1
"1296","4.30.2017 265 shrub","Formicidae",1
"1297","4.30.2017 265 shrub","Lasioglossum",1
"1298","4.30.2017 265 shrub","Melyridae",5
"1299","4.30.2017 265 shrub","Miridae",1
"1300","4.30.2017 265 shrub","Pipunculidae",1
"1301","4.30.2017 268 open","Asilidae",1
"1302","4.30.2017 268 open","Bombyliidae",3
"1303","4.30.2017 268 open","Buprestidae",2
"1304","4.30.2017 268 open","Cicadellidae",1
"1305","4.30.2017 268 open","Lasioglossum",1
"1306","4.30.2017 268 open","Melyridae",7
"1307","4.30.2017 268 open","Pipunculidae",1
"1308","4.30.2017 268 open","Pteromalidae",1
"1309","4.30.2017 268 shrub","Araneae",1
"1310","4.30.2017 268 shrub","Asilidae",1
"1311","4.30.2017 268 shrub","Buprestidae",2
"1312","4.30.2017 268 shrub","Eurytomidae",1
"1313","4.30.2017 268 shrub","Harpactorinae",1
"1314","4.30.2017 268 shrub","Melyridae",12
"1315","4.30.2017 268 shrub","Pentamoidae",1
"1316","4.30.2017 268 shrub","Pipunculidae",1
"1317","4.30.2017 268 shrub","Thysanoptera",1
"1318","4.30.2017 272 open","Berytidae",1
"1319","4.30.2017 272 open","Buprestidae",2
"1320","4.30.2017 272 open","Cicadellidae",3
"1321","4.30.2017 272 open","Crabronidae",1
"1322","4.30.2017 272 open","Lasioglossum",1
"1323","4.30.2017 272 open","Melyridae",3
"1324","4.30.2017 272 open","Nymph",2
"1325","4.30.2017 272 open","Thysanoptera",2
"1326","4.30.2017 272 shrub","Buprestidae",1
"1327","4.30.2017 272 shrub","Crabronidae",1
"1328","4.30.2017 272 shrub","Melyridae",3
"1329","4.30.2017 272 shrub","Nymph",1
"1330","5.1.2017 184 open","Melyridae",6
"1331","5.1.2017 184 shrub","Formicidae",1
"1332","5.1.2017 184 shrub","Melyridae",3
"1333","5.1.2017 184 shrub","Nymph",1
"1334","5.1.2017 191 open","Cecidomyiidae",1
"1335","5.1.2017 191 open","Melyridae",4
"1336","5.1.2017 191 shrub","Buprestidae",1
"1337","5.1.2017 191 shrub","Melyridae",3
"1338","5.1.2017 191 shrub","Solifugae",1
"1339","5.1.2017 199 open","Asilidae",1
"1340","5.1.2017 199 open","Buprestidae",1
"1341","5.1.2017 199 open","Formicidae",1
"1342","5.1.2017 199 open","Melyridae",9
"1343","5.1.2017 199 open","Nymph",2
"1344","5.1.2017 199 open","Solifugae",1
"1345","5.1.2017 199 shrub","Melyridae",5
"1346","5.1.2017 271 open","Heleomyzidae",1
"1347","5.1.2017 271 open","Lepidoptera",1
"1348","5.1.2017 271 open","Melyridae",4
"1349","5.1.2017 271 shrub","Asilidae",1
"1350","5.1.2017 271 shrub","Buprestidae",1
"1351","5.1.2017 271 shrub","Crabronidae",2
"1352","5.1.2017 271 shrub","Melyridae",2
"1353","5.1.2017 278 open","Buprestidae",1
"1354","5.1.2017 278 open","Melyridae",1
"1355","5.1.2017 278 shrub","Melyridae",2
"1356","5.1.2017 296 open","Asilidae",1
"1357","5.1.2017 296 open","Melyridae",1
"1358","5.1.2017 296 shrub","Melyridae",2
"1359","5.3.2017 183 open","Melyridae",1
"1360","5.3.2017 183 open","Nymph",1
"1361","5.3.2017 183 open","Osmia",1
"1362","5.3.2017 183 open","Pemphredoninae",1
"1363","5.3.2017 183 shrub","Ephydridae",1
"1364","5.3.2017 183 shrub","Lygaeoidea",1
"1365","5.3.2017 183 shrub","Melyridae",2
"1366","5.3.2017 187 open","Buprestidae",1
"1367","5.3.2017 187 open","Crabronidae",1
"1368","5.3.2017 187 open","Melyridae",6
"1369","5.3.2017 187 open","Papilionidae",1
"1370","5.3.2017 187 shrub","Asilidae",1
"1371","5.3.2017 187 shrub","Cicadellidae",2
"1372","5.3.2017 187 shrub","Diadasia",1
"1373","5.3.2017 187 shrub","Ephydridae",2
"1374","5.3.2017 187 shrub","Eucera",1
"1375","5.3.2017 187 shrub","Formicidae",2
"1376","5.3.2017 187 shrub","Harpactorinae",1
"1377","5.3.2017 187 shrub","Melyridae",2
"1378","5.3.2017 263 open","Asilidae",4
"1379","5.3.2017 263 open","Cecidomyiidae",1
"1380","5.3.2017 263 open","Cicadellidae",2
"1381","5.3.2017 263 open","Ephydridae",1
"1382","5.3.2017 263 open","Lygaeoidea",1
"1383","5.3.2017 263 open","Megandrena.encelia",2
"1384","5.3.2017 263 open","Mellisodes",1
"1385","5.3.2017 263 open","Melyridae",6
"1386","5.3.2017 263 open","Pemphredoninae",1
"1387","5.3.2017 263 shrub","Calliphoridae",1
"1388","5.3.2017 263 shrub","Crabronidae",1
"1389","5.3.2017 263 shrub","Melyridae",2
"1390","5.3.2017 263 shrub","Nymph",4
"1391","5.3.2017 263 shrub","Pompilidae",1
"1392","5.3.2017 263 shrub","Sarcophagidae",2
"1393","5.3.2017 263 shrub","Trichogrammatidae",1
"1394","5.3.2017 274 open","Ashmeadiella",1
"1395","5.3.2017 274 open","Buprestidae",1
"1396","5.3.2017 274 open","Cicadellidae",1
"1397","5.3.2017 274 open","Ephydridae",1
"1398","5.3.2017 274 open","Lygaeoidea",1
"1399","5.3.2017 274 open","Megandrena.encelia",1
"1400","5.3.2017 274 open","Melyridae",2
"1401","5.3.2017 274 open","Mythicomyiidae",2
"1402","5.3.2017 274 open","Pemphredoninae",1
"1403","5.3.2017 274 open","Pompilidae",1
"1404","5.3.2017 274 shrub","Anthidium",1
"1405","5.3.2017 274 shrub","Cicadellidae",2
"1406","5.3.2017 274 shrub","Melyridae",5
"1407","5.3.2017 274 shrub","Miscophus",1
"1408","5.3.2017 274 shrub","Nymph",1
"1409","5.3.2017 274 shrub","Pemphredoninae",1
"1410","5.3.2017 285 open","Buprestidae",1
"1411","5.3.2017 285 open","Cicadellidae",2
"1412","5.3.2017 285 open","Ephydridae",1
"1413","5.3.2017 285 open","Geocoridae",1
"1414","5.3.2017 285 open","Lasioglossum",1
"1415","5.3.2017 285 open","Lygaeoidea",2
"1416","5.3.2017 285 open","Melyridae",2
"1417","5.3.2017 285 open","Nymph",1
"1418","5.3.2017 285 shrub","Bombyliidae",1
"1419","5.3.2017 285 shrub","Buprestidae",1
"1420","5.3.2017 285 shrub","Chloropidae",1
"1421","5.3.2017 285 shrub","Cicadellidae",4
"1422","5.3.2017 285 shrub","destroyed",1
"1423","5.3.2017 285 shrub","Diadasia",1
"1424","5.3.2017 285 shrub","Megandrena.encelia",2
"1425","5.3.2017 285 shrub","Melyridae",2
"1426","5.3.2017 285 shrub","Pemphredoninae",1
"1427","5.3.2017 285 shrub","Platygastridae",2
"1428","5.3.2017 285 shrub","Pronotacanthaannulata",1
"1429","5.3.2017 290 open","Asilidae",1
"1430","5.3.2017 290 open","destroyed",1
"1431","5.3.2017 290 open","Halictus",1
"1432","5.3.2017 290 open","Melyridae",2
"1433","5.3.2017 290 open","Miridae",1
"1434","5.3.2017 290 open","Pemphredoninae",1
"1435","5.3.2017 290 open","Tachinidae",1
"1436","5.3.2017 290 shrub","destroyed",1
"1437","5.3.2017 290 shrub","Miscophus",1
"1438","5.3.2017 290 shrub","Nymph",1
"1439","5.4.2017 198 open","Asilidae",1
"1440","5.4.2017 198 open","Cicadellidae",3
"1441","5.4.2017 198 open","Crabronidae",2
"1442","5.4.2017 198 open","Lygaeoidea",1
"1443","5.4.2017 198 open","Melyridae",4
"1444","5.4.2017 198 open","Mythicomyiidae",2
"1445","5.4.2017 198 open","Nymph",1
"1446","5.4.2017 198 open","Pemphredoninae",2
"1447","5.4.2017 198 shrub","Asilidae",2
"1448","5.4.2017 198 shrub","Chrysididae",1
"1449","5.4.2017 198 shrub","Lasioglossum",1
"1450","5.4.2017 198 shrub","Megandrena.encelia",1
"1451","5.4.2017 198 shrub","Miridae",1
"1452","5.4.2017 198 shrub","Nymph",1
"1453","5.4.2017 198 shrub","Pompilidae",1
"1454","5.4.2017 261 open","Apismellifera",1
"1455","5.4.2017 261 open","Bombyliidae",1
"1456","5.4.2017 261 open","Cicadellidae",1
"1457","5.4.2017 261 open","Geocoridae",1
"1458","5.4.2017 261 open","Lasioglossum",2
"1459","5.4.2017 261 open","Melyridae",6
"1460","5.4.2017 261 open","Nymph",1
"1461","5.4.2017 261 shrub","Anthidium",1
"1462","5.4.2017 261 shrub","Buprestidae",2
"1463","5.4.2017 261 shrub","Chalcididae",1
"1464","5.4.2017 261 shrub","Crabronidae",1
"1465","5.4.2017 261 shrub","Diadasia",1
"1466","5.4.2017 261 shrub","Geocoridae",1
"1467","5.4.2017 261 shrub","Melyridae",1
"1468","5.4.2017 261 shrub","Miridae",1
"1469","5.4.2017 261 shrub","Osmia",1
"1470","5.4.2017 261 shrub","Pemphredoninae",1
"1471","5.4.2017 273 open","Asilidae",1
"1472","5.4.2017 273 open","Lasioglossum",2
"1473","5.4.2017 273 open","Lygaeoidea",1
"1474","5.4.2017 273 open","Megandrena.encelia",1
"1475","5.4.2017 273 open","Melyridae",6
"1476","5.4.2017 273 open","Pemphredoninae",1
"1477","5.4.2017 273 shrub","Bombyliidae",1
"1478","5.4.2017 273 shrub","Buprestidae",1
"1479","5.4.2017 273 shrub","Crabronidae",1
"1480","5.4.2017 273 shrub","Eurytomidae",1
"1481","5.4.2017 273 shrub","Hemiptera",1
"1482","5.4.2017 273 shrub","Melyridae",3
"1483","5.4.2017 273 shrub","Nymph",1
"1484","5.4.2017 273 shrub","Pemphredoninae",1
"1485","5.4.2017 273 shrub","Pompilidae",1
"1486","5.4.2017 280 open","Buprestidae",1
"1487","5.4.2017 280 open","Cicadellidae",2
"1488","5.4.2017 280 open","Crabronidae",1
"1489","5.4.2017 280 open","Harpactorinae",1
"1490","5.4.2017 280 open","Lygaeoidea",2
"1491","5.4.2017 280 open","Megandrena.encelia",1
"1492","5.4.2017 280 open","Melyridae",6
"1493","5.4.2017 280 open","Pompilidae",1
"1494","5.4.2017 280 shrub","Anthidium",1
"1495","5.4.2017 280 shrub","Bombyliidae",1
"1496","5.4.2017 280 shrub","Buprestidae",1
"1497","5.4.2017 280 shrub","Cicadellidae",1
"1498","5.4.2017 280 shrub","Lygaeoidea",1
"1499","5.4.2017 280 shrub","Melyridae",3
"1500","5.4.2017 280 shrub","Nymph",1
"1501","5.4.2017 280 shrub","Pompilidae",1
"1502","5.4.2017 280 shrub","Pteromalidae",1
"1503","5.4.2017 280 shrub","Sarcophagidae",1
"1504","5.4.2017 280 shrub","Torymidae",1
"1505","5.4.2017 283 open","Anthomyiidae",1
"1506","5.4.2017 283 open","Asilidae",2
"1507","5.4.2017 283 open","Crabronidae",1
"1508","5.4.2017 283 open","Melyridae",4
"1509","5.4.2017 283 open","Miscophus",1
"1510","5.4.2017 283 open","Nymph",2
"1511","5.4.2017 283 shrub","Asilidae",1
"1512","5.4.2017 283 shrub","Cicadellidae",1
"1513","5.4.2017 283 shrub","Diadasia",1
"1514","5.4.2017 283 shrub","Harmostes",1
"1515","5.4.2017 283 shrub","Lygaeoidea",2
"1516","5.4.2017 283 shrub","Melyridae",4
"1517","5.4.2017 283 shrub","Nymph",3
"1518","5.4.2017 283 shrub","Orthoptera",1
"1519","5.4.2017 283 shrub","Pipunculidae",2
"1520","5.4.2017 283 shrub","Tachinidae",1
"1521","5.4.2017 291 open","Asilidae",2
"1522","5.4.2017 291 open","Lasioglossum",1
"1523","5.4.2017 291 open","Lygaeoidea",1
"1524","5.4.2017 291 open","Melyridae",1
"1525","5.4.2017 291 open","Nymph",1
"1526","5.4.2017 291 shrub","Aphididae",1
"1527","5.4.2017 291 shrub","Crabronidae",2
"1528","5.4.2017 291 shrub","Diadasia",1
"1529","5.4.2017 291 shrub","Eulophidae",1
"1530","5.4.2017 291 shrub","Geocoridae",1
"1531","5.4.2017 291 shrub","Melyridae",2
"1532","5.4.2017 291 shrub","Miridae",1
"1533","5.4.2017 291 shrub","Nymph",4
"1534","5.4.2017 291 shrub","Sarcophagidae",1
"1535","5.5.2017 185 open","Adeloidea",1
"1536","5.5.2017 185 open","Buprestidae",1
"1537","5.5.2017 185 open","Cercopidae",1
"1538","5.5.2017 185 open","Cicadellidae",1
"1539","5.5.2017 185 open","Crabronidae",1
"1540","5.5.2017 185 open","Diadasia",1
"1541","5.5.2017 185 open","Formicidae",1
"1542","5.5.2017 185 open","Geocoridae",1
"1543","5.5.2017 185 open","Heleomyzidae",1
"1544","5.5.2017 185 open","Lygaeoidea",2
"1545","5.5.2017 185 open","Megandrena.encelia",1
"1546","5.5.2017 185 open","Melyridae",2
"1547","5.5.2017 185 open","Mythicomyiidae",1
"1548","5.5.2017 185 shrub","Bombyliidae",1
"1549","5.5.2017 185 shrub","Cecidomyiidae",1
"1550","5.5.2017 185 shrub","Chrysididae",1
"1551","5.5.2017 185 shrub","Diadasia",1
"1552","5.5.2017 185 shrub","Melyridae",4
"1553","5.5.2017 185 shrub","Orthoptera",1
"1554","5.5.2017 185 shrub","Torymidae",1
"1555","5.5.2017 193 open","Araneae",1
"1556","5.5.2017 193 open","Asilidae",2
"1557","5.5.2017 193 open","Buprestidae",1
"1558","5.5.2017 193 open","Cecidomyiidae",1
"1559","5.5.2017 193 open","Formicidae",1
"1560","5.5.2017 193 open","Geocoridae",1
"1561","5.5.2017 193 open","Megandrena.encelia",2
"1562","5.5.2017 193 open","Melyridae",8
"1563","5.5.2017 193 open","Miscophus",1
"1564","5.5.2017 193 open","Pemphredoninae",1
"1565","5.5.2017 193 open","Tachinidae",1
"1566","5.5.2017 193 shrub","Asilidae",2
"1567","5.5.2017 193 shrub","Bombyliidae",1
"1568","5.5.2017 193 shrub","Eucharitidae",1
"1569","5.5.2017 193 shrub","Lasioglossum",1
"1570","5.5.2017 193 shrub","Lygaeoidea",1
"1571","5.5.2017 193 shrub","Mellisodes",1
"1572","5.5.2017 193 shrub","Perdita",1
"1573","5.5.2017 193 shrub","Pronotacanthaannulata",1
"1574","5.5.2017 193 shrub","Pteromalidae",1
"1575","5.5.2017 193 shrub","Sarcophagidae",1
"1576","5.5.2017 281 open","Asilidae",2
"1577","5.5.2017 281 open","Buprestidae",1
"1578","5.5.2017 281 open","Melyridae",2
"1579","5.5.2017 281 shrub","Ashmeadiella",1
"1580","5.5.2017 281 shrub","Cicadellidae",1
"1581","5.5.2017 281 shrub","Crabronidae",1
"1582","5.5.2017 281 shrub","Miscophus",1
"1583","5.5.2017 281 shrub","Mythicomyiidae",1
"1584","5.5.2017 281 shrub","Nymph",1
"1585","5.5.2017 300 open","Asilidae",1
"1586","5.5.2017 300 open","Bombyliidae",1
"1587","5.5.2017 300 open","Cicadellidae",1
"1588","5.5.2017 300 open","Eulophidae",1
"1589","5.5.2017 300 open","Melyridae",1
"1590","5.5.2017 300 open","Osmia",1
"1591","5.5.2017 300 shrub","Chrysididae",1
"1592","5.5.2017 300 shrub","Cicadellidae",1
"1593","5.5.2017 300 shrub","Eumeninae",1
"1594","5.5.2017 300 shrub","Mellisodes",1
"1595","5.5.2017 302 open","Araneae",1
"1596","5.5.2017 302 open","Bombyliidae",2
"1597","5.5.2017 302 open","Chrysididae",1
"1598","5.5.2017 302 open","Cicadellidae",1
"1599","5.5.2017 302 open","Diadasia",1
"1600","5.5.2017 302 open","Harpactorinae",2
"1601","5.5.2017 302 open","Lasioglossum",1
"1602","5.5.2017 302 open","Melyridae",4
"1603","5.5.2017 302 open","Nymph",4
"1604","5.5.2017 302 shrub","Asilidae",2
"1605","5.5.2017 302 shrub","Cecidomyiidae",1
"1606","5.5.2017 302 shrub","Crabronidae",1
"1607","5.5.2017 302 shrub","Eucharitidae",1
"1608","5.5.2017 302 shrub","Lasioglossum",1
"1609","5.5.2017 302 shrub","Lygaeoidea",1
"1610","5.5.2017 302 shrub","Melyridae",1
"1611","5.5.2017 302 shrub","Microcoryphia",1
"1612","5.5.2017 302 shrub","Nymph",2
"1613","5.5.2017 302 shrub","Platygastridae",1
"1614","5.5.2017 302 shrub","Pteromalidae",1
"1615","5.5.2017 302 shrub","Thysanoptera",1
"1616","5.5.2017 303 open","Ancylandrenalarreae",1
"1617","5.5.2017 303 open","Asilidae",2
"1618","5.5.2017 303 open","Crabronidae",2
"1619","5.5.2017 303 open","Lygaeoidea",1
"1620","5.5.2017 303 open","Melyridae",1
"1621","5.5.2017 303 open","Milichiidae",1
"1622","5.5.2017 303 open","Mythicomyiidae",2
"1623","5.5.2017 303 open","Orthoptera",1
"1624","5.5.2017 303 open","Pemphredoninae",1
"1625","5.5.2017 303 open","Sarcophagidae",1
"1626","5.5.2017 303 shrub","Anthocoridae",1
"1627","5.5.2017 303 shrub","Cicadellidae",2
"1628","5.5.2017 303 shrub","Crabronidae",2
"1629","5.5.2017 303 shrub","destroyed",1
"1630","5.5.2017 303 shrub","Formicidae",1
"1631","5.5.2017 303 shrub","Lasioglossum",1
"1632","5.5.2017 303 shrub","Melyridae",3
"1633","5.5.2017 303 shrub","Miridae",1
"1634","5.5.2017 303 shrub","Miscophus",1
"1635","5.5.2017 303 shrub","Mythicomyiidae",2
"1636","5.5.2017 303 shrub","Platygastridae",1
